"Mois";"Archipel";"Classe";"Chambres offertes";"Chambres vendues";"CMR";"RevPar";"RMC"
"avril 2006";"Îles-Sous-Le-Vent";"Grand Tourisme";"10590";"4759";"0.4493862134088763";"4562.4047214353168";"10152.524900189115"
"avril 2006";"Îles-Sous-Le-Vent";"Luxe";"16997";"10919";"0.64240748367358946";"28878.365123257045";"44953.344811795949"
"avril 2006";"Îles-Sous-Le-Vent";"Tourisme";"1110";"251";"0.22612612612612612";"6651.6846846846847";"29415.816733067728"
"mai 2006";"Autres archipels";"Grand Tourisme";"2232";"767";"0.34363799283154123";"4685.4372759856633";"13634.805736636245"
"mai 2006";"Autres archipels";"Luxe";"4363";"2113";"0.48429979371991749";"16431.50080220032";"33928.366303833413"
"mai 2006";"Autres archipels";"Tourisme";"868";"495";"0.57027649769585254";"7434.1129032258068";"13035.979797979799"
"mai 2006";"Îles Du Vent";"Grand Tourisme";"2604";"1324";"0.50844854070660517";"6569.9450844854073";"12921.553625377643"
"mai 2006";"Îles Du Vent";"Luxe";"41018";"29238";"0.71280901067823887";"12747.612633477986";"17883.630036254192"
"mai 2006";"Îles Du Vent";"Tourisme";"6686";"3800";"0.56835177983846841";"5504.6440323063116";"9685.2763157894733"
"mai 2006";"Îles-Sous-Le-Vent";"Grand Tourisme";"10943";"5092";"0.46532029607968567";"5229.8491272959882";"11239.245679497251"
"mai 2006";"Îles-Sous-Le-Vent";"Luxe";"17484";"12419";"0.71030656600320297";"33738.256234271335";"47498.161848780095"
"mai 2006";"Îles-Sous-Le-Vent";"Tourisme";"1133";"251";"0.22153574580759047";"7508.0767872903798";"33891.039840637452"
"juin 2006";"Autres archipels";"Grand Tourisme";"2160";"727";"0.33657407407407408";"5428.4884259259261";"16128.658872077029"
"juin 2006";"Autres archipels";"Luxe";"4380";"2371";"0.54132420091324196";"19644.557534246575";"36289.819485449174"
"juin 2006";"Autres archipels";"Tourisme";"840";"465";"0.5535714285714286";"6742.9619047619044";"12180.83440860215"
"juin 2006";"Îles Du Vent";"Grand Tourisme";"2520";"1242";"0.49285714285714288";"6061.0269841269837";"12297.735909822866"
"juin 2006";"Îles Du Vent";"Luxe";"39840";"26927";"0.6758785140562249";"13018.007379518072";"19260.868793404388"
"juin 2006";"Îles Du Vent";"Tourisme";"5670";"3695";"0.65167548500881833";"6037.2656084656082";"9264.2208389715834"
"juin 2006";"Îles-Sous-Le-Vent";"Grand Tourisme";"8190";"4173";"0.50952380952380949";"5763.8424908424904";"11312.214234363768"
"juin 2006";"Îles-Sous-Le-Vent";"Luxe";"18195";"12881";"0.70794174223687822";"35021.87177796098";"49469.991227389175"
"juin 2006";"Îles-Sous-Le-Vent";"Tourisme";"690";"264";"0.38260869565217392";"11553.6";"30196.909090909092"
"juillet 2006";"Autres archipels";"Grand Tourisme";"2232";"765";"0.34274193548387094";"6202.4426523297489";"18096.538562091504"
"juillet 2006";"Autres archipels";"Luxe";"4526";"2834";"0.62615996464869639";"23640.651126822802";"37754.970712773465"
"juillet 2006";"Autres archipels";"Tourisme";"868";"570";"0.65668202764976957";"9582.8536866359445";"14592.836842105264"
"juillet 2006";"Îles Du Vent";"Grand Tourisme";"2604";"1600";"0.61443932411674351";"7685.6405529953918";"12508.379999999999"
"juillet 2006";"Îles Du Vent";"Luxe";"41109";"30589";"0.74409496703884792";"14446.128195772215";"19414.360848671091"
"juillet 2006";"Îles Du Vent";"Tourisme";"5824";"4432";"0.76098901098901095";"7119.8875343406589";"9356.0976985559573"
"juillet 2006";"Îles-Sous-Le-Vent";"Grand Tourisme";"10943";"5616";"0.513204788449237";"6050.0692680252214";"11788.801282051281"
"juillet 2006";"Îles-Sous-Le-Vent";"Luxe";"24946";"16857";"0.67573959753066626";"36317.408602581578";"53744.680251527556"
"juillet 2006";"Îles-Sous-Le-Vent";"Tourisme";"1147";"481";"0.41935483870967744";"10566.48299912816";"25196.997920997921"
"août 2006";"Autres archipels";"Grand Tourisme";"2232";"1151";"0.51568100358422941";"9855.8328853046587";"19112.266724587316"
"août 2006";"Autres archipels";"Luxe";"4464";"3219";"0.72110215053763438";"26692.977822580644";"37016.916123019568"
"août 2006";"Autres archipels";"Tourisme";"868";"731";"0.84216589861751157";"13277.467741935483";"15765.857729138166"
"août 2006";"Îles Du Vent";"Grand Tourisme";"2604";"1432";"0.54992319508448539";"6953.0180491551455";"12643.616620111732"
"août 2006";"Îles Du Vent";"Luxe";"41168";"24250";"0.58904974737660321";"14695.641007578703";"24948.047381443299"
"août 2006";"Îles Du Vent";"Tourisme";"5810";"4278";"0.73631669535283994";"7038.354733218589";"9558.8688639551201"
"août 2006";"Îles-Sous-Le-Vent";"Grand Tourisme";"12927";"8190";"0.63355766999303786";"8846.0293184806997";"13962.468986568987"
"août 2006";"Îles-Sous-Le-Vent";"Luxe";"25327";"18679";"0.73751332569984607";"40752.095076400677";"55256.079661652126"
"août 2006";"Îles-Sous-Le-Vent";"Tourisme";"1178";"560";"0.47538200339558573";"10464.98556876061";"22013.844642857144"
"septembre 2006";"Autres archipels";"Grand Tourisme";"2160";"1211";"0.56064814814814812";"8112.5439814814818";"14469.938067712634"
"septembre 2006";"Autres archipels";"Luxe";"4340";"3722";"0.85760368663594466";"24162.053917050693";"28173.915636754435"
"septembre 2006";"Autres archipels";"Tourisme";"840";"657";"0.78214285714285714";"11666.990476190476";"14916.700152207002"
"septembre 2006";"Îles Du Vent";"Grand Tourisme";"2520";"1389";"0.55119047619047623";"6807.7186507936503";"12350.936645068394"
"septembre 2006";"Îles Du Vent";"Luxe";"39750";"29124";"0.73267924528301887";"14752.272125786163";"20134.693620381815"
"septembre 2006";"Îles Du Vent";"Tourisme";"5621";"4240";"0.75431417897171327";"6709.7203344600603";"8895.1268867924537"
"septembre 2006";"Îles-Sous-Le-Vent";"Grand Tourisme";"12510";"8402";"0.67162270183852912";"9175.2296562749798";"13661.285765293978"
"septembre 2006";"Îles-Sous-Le-Vent";"Luxe";"24510";"18158";"0.74084047327621383";"39467.269645042841";"53273.641315122812"
"septembre 2006";"Îles-Sous-Le-Vent";"Tourisme";"1140";"544";"0.47719298245614034";"10692.693859649124";"22407.483455882353"
"octobre 2006";"Autres archipels";"Grand Tourisme";"2232";"1211";"0.54256272401433692";"8796.7356630824379";"16213.306358381504"
"octobre 2006";"Autres archipels";"Luxe";"4410";"2678";"0.60725623582766441";"22579.390702947847";"37182.641150112024"
"octobre 2006";"Autres archipels";"Tourisme";"840";"516";"0.61428571428571432";"8705.6761904761897";"14172.031007751939"
"octobre 2006";"Îles Du Vent";"Grand Tourisme";"2604";"1427";"0.54800307219662059";"6788.7112135176649";"12388.089698668535"
"octobre 2006";"Îles Du Vent";"Luxe";"41168";"30241";"0.73457539836766417";"14984.936868441508";"20399.453754836151"
"octobre 2006";"Îles Du Vent";"Tourisme";"5859";"4258";"0.72674517835808161";"6602.1160607612219";"9084.4992954438712"
"octobre 2006";"Îles-Sous-Le-Vent";"Grand Tourisme";"12926";"8087";"0.6256382484914127";"8592.6479962865542";"13734.211450476072"
"octobre 2006";"Îles-Sous-Le-Vent";"Luxe";"25319";"18326";"0.72380425767210399";"36775.062364232392";"50808.021608643459"
"octobre 2006";"Îles-Sous-Le-Vent";"Tourisme";"1178";"477";"0.40492359932088284";"9682.1485568760618";"23911.05031446541"
"novembre 2006";"Autres archipels";"Grand Tourisme";"2160";"1189";"0.55046296296296293";"7131.6990740740739";"12955.820016820859"
"novembre 2006";"Autres archipels";"Luxe";"3683";"1992";"0.54086342655443931";"14117.502307901168";"26101.787650602411"
"novembre 2006";"Autres archipels";"Tourisme";"812";"327";"0.40270935960591131";"5062.3103448275861";"12570.62996941896"
"novembre 2006";"Îles Du Vent";"Grand Tourisme";"5370";"2895";"0.53910614525139666";"8654.5778398510247";"16053.569257340241"
"novembre 2006";"Îles Du Vent";"Luxe";"39750";"28165";"0.70855345911949685";"12895.773031446541";"18200.141239126577"
"novembre 2006";"Îles Du Vent";"Tourisme";"5544";"3662";"0.66053391053391053";"6211.6601731601731";"9403.9989077007103"
"novembre 2006";"Îles-Sous-Le-Vent";"Grand Tourisme";"11850";"5967";"0.5035443037974684";"6450.9550210970465";"12811.097201273671"
"novembre 2006";"Îles-Sous-Le-Vent";"Luxe";"23900";"14017";"0.58648535564853554";"29575.903933054393";"50429.057858314904"
"novembre 2006";"Îles-Sous-Le-Vent";"Tourisme";"720";"306";"0.42499999999999999";"10376.020833333334";"24414.166666666668"
"décembre 2006";"Autres archipels";"Grand Tourisme";"2232";"1025";"0.4592293906810036";"6049.0394265232972";"13172.152195121951"
"décembre 2006";"Autres archipels";"Luxe";"3866";"2820";"0.72943610967408179";"13220.333419555096";"18124.04574468085"
"décembre 2006";"Autres archipels";"Tourisme";"868";"322";"0.37096774193548387";"5472.8168202764973";"14752.810559006211"
"décembre 2006";"Îles Du Vent";"Grand Tourisme";"5549";"2796";"0.503874571994954";"9269.7911335375738";"18397.021101573675"
"décembre 2006";"Îles Du Vent";"Luxe";"41075";"24103";"0.58680462568472302";"10813.944394400487";"18428.526158569472"
"décembre 2006";"Îles Du Vent";"Tourisme";"6561";"3400";"0.51821368693796677";"5158.6988263984149";"9954.7714705882354"
"décembre 2006";"Îles-Sous-Le-Vent";"Grand Tourisme";"12245";"5111";"0.41739485504287466";"4772.5848917925687";"11434.220700450011"
"décembre 2006";"Îles-Sous-Le-Vent";"Luxe";"25327";"11787";"0.46539266395546253";"25015.188731393373";"53750.715618902177"
"décembre 2006";"Îles-Sous-Le-Vent";"Tourisme";"1178";"480";"0.40747028862478779";"9235.1544991511037";"22664.608333333334"
"janvier 2007";"Autres archipels";"Grand Tourisme";"2232";"706";"0.31630824372759858";"4134.8472222222226";"13072.208215297451"
"janvier 2007";"Autres archipels";"Luxe";"4375";"2537";"0.57988571428571434";"11485.798171428571";"19807.003153330705"
"janvier 2007";"Autres archipels";"Tourisme";"840";"280";"0.33333333333333331";"4459.4130952380956";"13378.239285714286"
"janvier 2007";"Îles Du Vent";"Grand Tourisme";"5363";"2278";"0.42476225992914413";"7361.2621666977439";"17330.311237928006"
"janvier 2007";"Îles Du Vent";"Luxe";"40424";"23162";"0.57297644963388084";"10326.599470611518";"18022.729341162249"
"janvier 2007";"Îles Du Vent";"Tourisme";"6758";"3044";"0.45042912104172833";"4527.2630955904115";"10051"
"janvier 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"12245";"4331";"0.3536953858717844";"5520.2173131890568";"15607.264142230431"
"janvier 2007";"Îles-Sous-Le-Vent";"Luxe";"23608";"9802";"0.41519823788546256";"22231.733819044392";"53544.865537645375"
"janvier 2007";"Îles-Sous-Le-Vent";"Tourisme";"713";"240";"0.33660589060308554";"5622.9228611500703";"16704.766666666666"
"février 2007";"Autres archipels";"Grand Tourisme";"2016";"737";"0.3655753968253968";"4295.8234126984125";"11750.854816824965"
"février 2007";"Autres archipels";"Luxe";"2940";"2303";"0.78333333333333333";"13489.881292517006";"17221.125054277029"
"février 2007";"Autres archipels";"Tourisme";"756";"292";"0.38624338624338622";"4445.5582010582011";"11509.732876712329"
"février 2007";"Îles Du Vent";"Grand Tourisme";"5012";"2736";"0.54588986432561848";"9501.4066241021555";"17405.354532163743"
"février 2007";"Îles Du Vent";"Luxe";"36540";"21702";"0.59392446633825946";"11249.650684181719";"18941.214450281081"
"février 2007";"Îles Du Vent";"Tourisme";"6104";"3186";"0.52195281782437741";"5072.0445609436438";"9717.4387947269297"
"février 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"11060";"4632";"0.41880650994575047";"4739.2172694394212";"11316.006692573403"
"février 2007";"Îles-Sous-Le-Vent";"Luxe";"19880";"7882";"0.39647887323943665";"18750.149547283701";"47291.673813752852"
"février 2007";"Îles-Sous-Le-Vent";"Tourisme";"584";"213";"0.36472602739726029";"8795.2208904109593";"24114.596244131455"
"mars 2007";"Autres archipels";"Grand Tourisme";"1796";"750";"0.41759465478841873";"4871.4471046770605";"11665.492"
"mars 2007";"Autres archipels";"Luxe";"4495";"1677";"0.37308120133481648";"9730.0680756395996";"26080.295766249255"
"mars 2007";"Autres archipels";"Tourisme";"840";"272";"0.32380952380952382";"5171.5797619047617";"15971.055147058823"
"mars 2007";"Îles Du Vent";"Grand Tourisme";"5549";"2913";"0.52495945215354123";"9760.9911695801038";"18593.800205973224"
"mars 2007";"Îles Du Vent";"Luxe";"40962";"25355";"0.61898833064791758";"12775.808627508422";"20639.821455334255"
"mars 2007";"Îles Du Vent";"Tourisme";"6858";"3579";"0.52187226596675418";"5486.0764071157773";"10512.297289745738"
"mars 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"12245";"5353";"0.437158023683136";"5391.4974275214372";"12333.062955352139"
"mars 2007";"Îles-Sous-Le-Vent";"Luxe";"23993";"9643";"0.40190889009294378";"19700.733964072853";"49017.91040132739"
"mars 2007";"Îles-Sous-Le-Vent";"Tourisme";"1178";"429";"0.36417657045840407";"6533.2113752122241";"17939.680652680654"
"avril 2007";"Autres archipels";"Grand Tourisme";"2160";"792";"0.36666666666666664";"4665.3518518518522";"12723.686868686869"
"avril 2007";"Autres archipels";"Luxe";"4350";"1711";"0.39333333333333331";"10718.76367816092";"27251.094097019286"
"avril 2007";"Autres archipels";"Tourisme";"812";"277";"0.34113300492610837";"4713.2302955665027";"13816.400722021661"
"avril 2007";"Îles Du Vent";"Grand Tourisme";"5370";"3071";"0.57188081936685287";"10345.345623836127";"18090.037772712472"
"avril 2007";"Îles Du Vent";"Luxe";"39750";"24360";"0.61283018867924532";"10922.227496855347";"17822.600287356323"
"avril 2007";"Îles Du Vent";"Tourisme";"6605";"3246";"0.49144587433762299";"5009.2499621498864";"10192.882316697474"
"avril 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"12810";"4975";"0.38836846213895393";"5110.7185792349728";"13159.458291457286"
"avril 2007";"Îles-Sous-Le-Vent";"Luxe";"24240";"11722";"0.48358085808580858";"23390.216130363035";"48368.779986350455"
"avril 2007";"Îles-Sous-Le-Vent";"Tourisme";"1149";"495";"0.43080939947780678";"7268.7937336814621";"16872.412121212121"
"mai 2007";"Autres archipels";"Grand Tourisme";"2232";"997";"0.44668458781362008";"5359.0815412186375";"11997.462387161484"
"mai 2007";"Autres archipels";"Luxe";"4495";"2549";"0.56707452725250274";"16566.138153503893";"29213.335033346411"
"mai 2007";"Autres archipels";"Tourisme";"840";"436";"0.51904761904761909";"6912.0011904761905";"13316.699541284404"
"mai 2007";"Îles Du Vent";"Grand Tourisme";"5549";"2563";"0.46188502432870787";"8781.6941791313748";"19012.727662895046"
"mai 2007";"Îles Du Vent";"Luxe";"41075";"25068";"0.61029823493609248";"11251.838466220328";"18436.622985479495"
"mai 2007";"Îles Du Vent";"Tourisme";"6693";"3433";"0.51292395039593608";"4886.115643209323";"9526.004078065831"
"mai 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"13237";"5956";"0.44995089521794968";"6876.2322278461888";"15282.183680322363"
"mai 2007";"Îles-Sous-Le-Vent";"Luxe";"25327";"15313";"0.60461167923559833";"29743.048485805662";"49193.638673022921"
"mai 2007";"Îles-Sous-Le-Vent";"Tourisme";"1178";"543";"0.46095076400679119";"10471.446519524618";"22717.060773480662"
"juin 2007";"Autres archipels";"Grand Tourisme";"2160";"802";"0.37129629629629629";"4555.6027777777781";"12269.453865336658"
"juin 2007";"Autres archipels";"Luxe";"4350";"2288";"0.52597701149425291";"16987.827126436783";"32297.660839160839"
"juin 2007";"Autres archipels";"Tourisme";"812";"507";"0.62438423645320196";"10240.009852216748";"16400.173570019724"
"juin 2007";"Îles Du Vent";"Grand Tourisme";"5400";"2494";"0.46185185185185185";"9781.3703703703704";"21178.58861267041"
"juin 2007";"Îles Du Vent";"Luxe";"39750";"24564";"0.61796226415094335";"11758.526968553459";"19027.904535092006"
"juin 2007";"Îles Du Vent";"Tourisme";"6150";"3502";"0.56943089430894311";"5428.4991869918695";"9533.2010279840088"
"juin 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"10410";"4663";"0.4479346781940442";"8039.5730067243039";"17948.092429766246"
"juin 2007";"Îles-Sous-Le-Vent";"Luxe";"24164";"14874";"0.61554378414169841";"31788.830367488827";"51643.491797767914"
"juin 2007";"Îles-Sous-Le-Vent";"Tourisme";"1140";"570";"0.5";"10586.806140350876";"21173.612280701753"
"juillet 2007";"Autres archipels";"Grand Tourisme";"2232";"899";"0.40277777777777779";"7495.2871863799282";"18608.988876529478"
"juillet 2007";"Autres archipels";"Luxe";"4495";"3493";"0.7770856507230256";"25362.595995550611";"32638.095906097911"
"juillet 2007";"Autres archipels";"Tourisme";"840";"592";"0.70476190476190481";"10923.688095238096";"15499.827702702703"
"juillet 2007";"Îles Du Vent";"Grand Tourisme";"5580";"3182";"0.57025089605734769";"12311.052688172043";"21588.835323695788"
"juillet 2007";"Îles Du Vent";"Luxe";"40926";"28469";"0.6956213653911939";"13786.738112691199";"19819.313779900946"
"juillet 2007";"Îles Du Vent";"Tourisme";"4743";"3828";"0.80708412397216955";"8345.2776723592669";"10340.034482758621"
"juillet 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"13205";"7337";"0.55562287012495271";"9515.3765997728133";"17125.602834946163"
"juillet 2007";"Îles-Sous-Le-Vent";"Luxe";"25389";"18042";"0.71062271062271065";"38471.557209815277";"54137.809888039017"
"juillet 2007";"Îles-Sous-Le-Vent";"Tourisme";"1169";"664";"0.56800684345594521";"12176.179640718563";"21436.677710843374"
"août 2007";"Autres archipels";"Grand Tourisme";"2232";"1117";"0.50044802867383509";"9714.3019713261656";"19411.210384959715"
"août 2007";"Autres archipels";"Luxe";"4495";"3992";"0.88809788654060062";"28238.704560622915";"31796.837925851705"
"août 2007";"Autres archipels";"Tourisme";"840";"730";"0.86904761904761907";"14785.871428571429";"17013.879452054796"
"août 2007";"Îles Du Vent";"Grand Tourisme";"5580";"3700";"0.6630824372759857";"16672.048028673835";"25143.250810810812"
"août 2007";"Îles Du Vent";"Luxe";"41075";"28225";"0.68715763846622036";"14025.29095556908";"20410.587280779451"
"août 2007";"Îles Du Vent";"Tourisme";"4734";"3329";"0.70321081537811581";"6885.7106041402621";"9791.8155602282968"
"août 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"13237";"8228";"0.62159099493843017";"8442.9737100551483";"13582.844312105008"
"août 2007";"Îles-Sous-Le-Vent";"Luxe";"25389";"19579";"0.77116073890267434";"44361.133246681631";"57525.144900148116"
"août 2007";"Îles-Sous-Le-Vent";"Tourisme";"1169";"792";"0.67750213857998287";"13407.315654405475";"19789.333333333332"
"septembre 2007";"Autres archipels";"Grand Tourisme";"2146";"1132";"0.52749301025163098";"7033.4589934762353";"13333.748233215547"
"septembre 2007";"Autres archipels";"Luxe";"4350";"3300";"0.75862068965517238";"24392.481609195402";"32153.725757575758"
"septembre 2007";"Autres archipels";"Tourisme";"820";"602";"0.73414634146341462";"11407.189024390244";"15538.031561461794"
"septembre 2007";"Îles Du Vent";"Grand Tourisme";"5400";"3255";"0.60277777777777775";"13878.641666666666";"23024.474654377882"
"septembre 2007";"Îles Du Vent";"Luxe";"39850";"25446";"0.63854454203262234";"12632.768255959849";"19783.691542875109"
"septembre 2007";"Îles Du Vent";"Tourisme";"4620";"3270";"0.70779220779220775";"7358.0034632034631";"10395.71131498471"
"septembre 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"12840";"7534";"0.5867601246105919";"8999.3359813084116";"15337.333952747544"
"septembre 2007";"Îles-Sous-Le-Vent";"Luxe";"24570";"18478";"0.75205535205535201";"38958.215466015463";"51802.324602229681"
"septembre 2007";"Îles-Sous-Le-Vent";"Tourisme";"1140";"568";"0.49824561403508771";"10753.713157894737";"21583.156690140844"
"octobre 2007";"Autres archipels";"Grand Tourisme";"2232";"1329";"0.59543010752688175";"7763.5461469534048";"13038.551542513167"
"octobre 2007";"Autres archipels";"Luxe";"4495";"3094";"0.68832035595105678";"22142.820912124582";"32169.353587588881"
"octobre 2007";"Autres archipels";"Tourisme";"868";"553";"0.63709677419354838";"9401.5414746543775";"14756.849909584087"
"octobre 2007";"Îles Du Vent";"Grand Tourisme";"6138";"3494";"0.56924079504724667";"12353.73835125448";"21702.131081854608"
"octobre 2007";"Îles Du Vent";"Luxe";"40982";"28819";"0.70321116587770238";"13130.851886193939";"18672.701065269441"
"octobre 2007";"Îles Du Vent";"Tourisme";"4774";"3493";"0.73167155425219943";"7342.1807708420611";"10034.804179788147"
"octobre 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"13237";"7370";"0.55677268263201629";"8255.6113167636177";"14827.615603799186"
"octobre 2007";"Îles-Sous-Le-Vent";"Luxe";"25389";"17183";"0.6767891606601284";"34052.56036078617";"50314.87254844905"
"octobre 2007";"Îles-Sous-Le-Vent";"Tourisme";"1169";"488";"0.41745081266039352";"11242.803250641575";"26932.043032786885"
"novembre 2007";"Autres archipels";"Grand Tourisme";"2160";"950";"0.43981481481481483";"5048.9865740740743";"11479.801052631579"
"novembre 2007";"Autres archipels";"Luxe";"4350";"1821";"0.41862068965517241";"12617.159540229884";"30139.837451949479"
"novembre 2007";"Autres archipels";"Tourisme";"840";"507";"0.60357142857142854";"9045.7250000000004";"14987"
"novembre 2007";"Îles Du Vent";"Grand Tourisme";"5940";"2690";"0.45286195286195285";"9099.5122895622899";"20093.346840148697"
"novembre 2007";"Îles Du Vent";"Luxe";"39660";"25270";"0.63716591023701463";"10929.347024710036";"17153.06303917689"
"novembre 2007";"Îles Du Vent";"Tourisme";"4740";"2763";"0.58291139240506329";"5534.7434599156122";"9494.9996380745561"
"novembre 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"12840";"5467";"0.42577881619937696";"5946.1492990654206";"13965.347905615512"
"novembre 2007";"Îles-Sous-Le-Vent";"Luxe";"24570";"12767";"0.51961741961741958";"24834.518966218966";"47793.853763609302"
"novembre 2007";"Îles-Sous-Le-Vent";"Tourisme";"1140";"377";"0.33070175438596489";"7951.1061403508775";"24043.132625994695"
"décembre 2007";"Autres archipels";"Grand Tourisme";"2232";"688";"0.30824372759856633";"4011.0936379928316";"13012.734011627907"
"décembre 2007";"Autres archipels";"Luxe";"4495";"1590";"0.35372636262513907";"10829.045606229143";"30614.188679245282"
"décembre 2007";"Autres archipels";"Tourisme";"868";"434";"0.5";"6800.175115207373";"13600.350230414746"
"décembre 2007";"Îles Du Vent";"Grand Tourisme";"6169";"2326";"0.37704652293726698";"8161.5973415464423";"21646.128116938951"
"décembre 2007";"Îles Du Vent";"Luxe";"40982";"22598";"0.55141281538236298";"10049.033307305646";"18224.15625276573"
"décembre 2007";"Îles Du Vent";"Tourisme";"4774";"2756";"0.57729367406786758";"5793.5571847507335";"10035.719158200291"
"décembre 2007";"Îles-Sous-Le-Vent";"Grand Tourisme";"13237";"4620";"0.3490216816499207";"5685.6499206768904";"16290.248484848486"
"décembre 2007";"Îles-Sous-Le-Vent";"Luxe";"25389";"10539";"0.4151010280042538";"21759.046240497853";"52418.675870575957"
"décembre 2007";"Îles-Sous-Le-Vent";"Tourisme";"1178";"471";"0.399830220713073";"7496.8505942275042";"18750.084925690022"
"janvier 2008";"Autres archipels";"Grand Tourisme";"2232";"609";"0.27284946236559138";"3537.8355734767024";"12966.254515599343"
"janvier 2008";"Autres archipels";"Luxe";"4495";"1459";"0.32458286985539486";"8793.7637374860951";"27092.507196710074"
"janvier 2008";"Autres archipels";"Tourisme";"1147";"250";"0.21795989537925023";"2825.9215344376635";"12965.328"
"janvier 2008";"Îles Du Vent";"Grand Tourisme";"6169";"2300";"0.37283190144269734";"7972.3671583725081";"21383.275217391303"
"janvier 2008";"Îles Du Vent";"Luxe";"40951";"20692";"0.50528680618299915";"8770.8787575394981";"17358.218441909918"
"janvier 2008";"Îles Du Vent";"Tourisme";"4774";"2234";"0.46795140343527442";"4664.5950984499368";"9968.1186213070723"
"janvier 2008";"Îles-Sous-Le-Vent";"Grand Tourisme";"13913";"4275";"0.30726658520807876";"4827.1039315747857";"15709.823859649123"
"janvier 2008";"Îles-Sous-Le-Vent";"Luxe";"25110";"8895";"0.35424133811230585";"17190.655874153723";"48528.090949971891"
"janvier 2008";"Îles-Sous-Le-Vent";"Tourisme";"1178";"345";"0.2928692699490662";"7473.9066213921906";"25519.599999999999"
"février 2008";"Autres archipels";"Grand Tourisme";"2090";"506";"0.24210526315789474";"2943.1593301435405";"12156.52766798419"
"février 2008";"Autres archipels";"Luxe";"4205";"959";"0.22806183115338882";"5912.9236623067773";"25926.844629822732"
"février 2008";"Autres archipels";"Tourisme";"1073";"315";"0.29356943150046599";"3804.5582479030754";"12959.653968253968"
"février 2008";"Îles Du Vent";"Grand Tourisme";"5771";"2754";"0.47721365447929304";"9249.3730722578402";"19382.037763253451"
"février 2008";"Îles Du Vent";"Luxe";"38309";"21772";"0.56832598084001151";"9517.5363752642988";"16746.614964174169"
"février 2008";"Îles Du Vent";"Tourisme";"4466";"2652";"0.59381997313031798";"5886.2248096730855";"9912.4736048265459"
"février 2008";"Îles-Sous-Le-Vent";"Grand Tourisme";"12847";"4159";"0.32373316727640694";"4930.9939285436285";"15231.661216638615"
"février 2008";"Îles-Sous-Le-Vent";"Luxe";"23900";"8087";"0.33836820083682007";"14205.009748953975";"41980.924075677016"
"février 2008";"Îles-Sous-Le-Vent";"Tourisme";"667";"129";"0.19340329835082459";"4329.3808095952027";"22385.248062015504"
"mars 2008";"Autres archipels";"Grand Tourisme";"2232";"1058";"0.47401433691756273";"5382.6684587813625";"11355.497164461247"
"mars 2008";"Autres archipels";"Luxe";"4464";"1480";"0.33154121863799285";"8689.2054211469531";"26208.522297297299"
"mars 2008";"Autres archipels";"Tourisme";"1259";"411";"0.32644956314535345";"4145.8562351072278";"12699.836982968371"
"mars 2008";"Îles Du Vent";"Grand Tourisme";"6169";"3288";"0.53298751823634305";"11517.195007294536";"21608.751824817518"
"mars 2008";"Îles Du Vent";"Luxe";"40951";"22920";"0.5596932919831018";"9518.9094527606157";"17007.367408376962"
"mars 2008";"Îles Du Vent";"Tourisme";"4744";"2815";"0.59338111298482299";"6288.7457841483983";"10598.156305506216"
"mars 2008";"Îles-Sous-Le-Vent";"Grand Tourisme";"14012";"5110";"0.36468741079075079";"5114.4305595204114";"14024.14892367906"
"mars 2008";"Îles-Sous-Le-Vent";"Luxe";"25327";"10126";"0.39981047893552335";"16369.914399652545";"40944.185463164133"
"mars 2008";"Îles-Sous-Le-Vent";"Tourisme";"1178";"263";"0.2232597623089983";"4667.249575551783";"20905.019011406843"
"avril 2008";"Autres archipels";"Grand Tourisme";"2160";"800";"0.37037037037037035";"4818.6444444444442";"13010.34"
"avril 2008";"Autres archipels";"Luxe";"4310";"1668";"0.38700696055684453";"10409.148259860789";"26896.540167865707"
"avril 2008";"Autres archipels";"Tourisme";"608";"341";"0.56085526315789469";"8067.9638157894733";"14385.108504398828"
"avril 2008";"Îles Du Vent";"Grand Tourisme";"5970";"2935";"0.49162479061976549";"11042.091624790619";"22460.404429301532"
"avril 2008";"Îles Du Vent";"Luxe";"39630";"23373";"0.58978046934140804";"10030.23810244764";"17006.73152783126"
"avril 2008";"Îles Du Vent";"Tourisme";"4620";"2680";"0.58008658008658009";"5716.5958874458875";"9854.7287313432844"
"avril 2008";"Îles-Sous-Le-Vent";"Grand Tourisme";"13560";"4746";"0.34999999999999998";"5328.375";"15223.928571428571"
"avril 2008";"Îles-Sous-Le-Vent";"Luxe";"24540";"10332";"0.42102689486552569";"18179.310268948655";"43178.501161440188"
"avril 2008";"Îles-Sous-Le-Vent";"Tourisme";"1140";"316";"0.27719298245614032";"5869.8921052631576";"21176.193037974685"
