"Subdivision";"Division";"Groupe";"Classe";"Taille Du Menage";"Dépenses";"Autoconsommation";"Ménages";"Dépenses moyennes par ménage";"Dépenses moyennes par ménage répondant";"Dépenses moyennes mensuelles par ménage";"Dépenses moyennes mensuelles par ménage répondant";"Dépenses moyennes par UC";"Dépenses moyennes par UC répondant";"Dépenses moyennes mensuelles par UC";"Dépenses moyennes mensuelles par UC répondant"
"Iles Du Vent";"Autres biens et services";"Services financiers non définis ailleurs";"Autres services financiers non définis ailleurs";"1";"24683853.228669383";"0";"101.75943355652559";"4722.7964661229425";"242570.66264974768";"393.5663721769119";"20214.221887478972";"4722.7964661229425";"242570.66264974768";"393.5663721769119";"20214.221887478972"
"Iles Du Vent";"Autres biens et services";"Services financiers non définis ailleurs";"Autres services financiers non définis ailleurs";"2";"5575592.3193630259";"0";"103.83708418093499";"478.56853280217575";"53695.578639781685";"39.880711066847979";"4474.631553315141";"286.71464515919018";"31585.63449398923";"23.892887096599178";"2632.136207832436"
"Iles Du Vent";"Autres biens et services";"Services financiers non définis ailleurs";"Autres services financiers non définis ailleurs";"3";"6564005.4954285426";"0";"56.871884223506299";"605.99696001466725";"115417.40853234306";"50.499746667888935";"9618.1173776952546";"268.25573498947443";"49914.485270156998";"22.354644582456203";"4159.5404391797501"
"Iles Du Vent";"Autres biens et services";"Services financiers non définis ailleurs";"Autres services financiers non définis ailleurs";"4";"961296.74582131079";"0";"30.9845848773999";"92.565073849403035";"31024.99999999932";"7.7137561541169193";"2585.4166666666097";"32.651715265540417";"10008.064516128812";"2.7209762721283681";"834.0053763440676"
"Iles Du Vent";"Autres biens et services";"Autres services non définis ailleurs";"Autres services non définis ailleurs  ";"1";"150828361.27472186";"0";"1341.5616643627175";"28858.203175184335";"112427.45322956878";"2404.8502645986946";"9368.9544357973973";"28858.203175184335";"112427.45322956878";"2404.8502645986946";"9368.9544357973973"
"Iles Du Vent";"Autres biens et services";"Autres services non définis ailleurs";"Autres services non définis ailleurs  ";"2";"324745988.00507283";"0";"3049.531443779159";"27873.847675924699";"106490.45402287392";"2322.8206396603914";"8874.2045019061588";"16699.468932546024";"64596.411711763169";"1391.6224110455021";"5383.0343093135971"
"Iles Du Vent";"Autres biens et services";"Autres services non définis ailleurs";"Autres services non définis ailleurs  ";"3";"728954760.01593316";"0";"4374.3105828830639";"67297.988837079232";"166644.49087551676";"5608.1657364232697";"13887.040906293063";"29790.696406079642";"74091.647059956726";"2482.5580338399704";"6174.3039216630614"
"Iles Du Vent";"Autres biens et services";"Autres services non définis ailleurs";"Autres services non définis ailleurs  ";"4";"579967735.83341932";"10416937.865358856";"4670.7565881533264";"55846.185406385055";"124169.97650967736";"4653.848783865421";"10347.498042473113";"19699.371142106243";"44025.937461028749";"1641.6142618421868";"3668.8281217523959"
"Iles Du Vent";"Autres biens et services";"Autres services non définis ailleurs";"Autres services non définis ailleurs  ";"5";"303793426.22200829";"0";"2841.1412633404361";"49692.904003318814";"106926.54749057672";"4141.0753336099015";"8910.5456242147266";"14507.764150276273";"31451.537291777335";"1208.9803458563561";"2620.9614409814444"
"Iles Du Vent";"Autres biens et services";"Autres services non définis ailleurs";"Autres services non définis ailleurs  ";"6 et +";"700896895.3371793";"0";"5345.6620230975359";"73180.996267197945";"131115.07841474903";"6098.4163555998284";"10926.256534562417";"14030.073968306202";"25093.748931838993";"1169.1728306921834";"2091.145744319916"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Aides ou cadeaux à un autre ménage";"Aides ou cadeaux à un autre ménage";"1";"746712596.66949141";"0";"2259.0464279829175";"142869.57470092952";"330543.27145291318";"11905.797891744125";"27545.272621076099";"142869.57470092952";"330543.27145291318";"11905.797891744125";"27545.272621076099"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Aides ou cadeaux à un autre ménage";"Aides ou cadeaux à un autre ménage";"2";"1430621669.9537206";"0";"4853.4549051116774";"122794.22066191657";"294763.56490857352";"10232.851721826381";"24563.630409047797";"73567.104795906125";"176153.03661775094";"6130.592066325511";"14679.419718145911"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Aides ou cadeaux à un autre ménage";"Aides ou cadeaux à un autre ménage";"3";"1094916178.0485406";"0";"4145.6677145389995";"101083.99144857434";"264110.93542510219";"8423.6659540478613";"22009.244618758512";"44746.693813531252";"118983.28896447035";"3728.8911511276046";"9915.2740803725283"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Aides ou cadeaux à un autre ménage";"Aides ou cadeaux à un autre ménage";"4";"1040601736.0071559";"0";"4244.4496753505282";"100201.50069167539";"245167.64612628319";"8350.125057639616";"20430.637177190267";"35345.414136301006";"85869.519463536693";"2945.4511780250837";"7155.7932886280587"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Aides ou cadeaux à un autre ménage";"Aides ou cadeaux à un autre ménage";"5";"806390013.10436773";"0";"2716.8413974766845";"131904.96584724105";"296811.58931593027";"10992.080487270086";"24734.299109660857";"38509.444620789604";"88953.007783399371";"3209.1203850657998";"7412.7506486166158"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Aides ou cadeaux à un autre ménage";"Aides ou cadeaux à un autre ménage";"6 et +";"646528919.53042483";"0";"3673.1221553953224";"67504.408653473132";"176016.1770227981";"5625.3673877894271";"14668.014751899842";"12941.773068201779";"35275.064688900035";"1078.4810890168148";"2939.588724075003"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Taxes, impôts";"Taxes, impôts";"1";"172677128.00014824";"0";"2536.0238342414791";"33038.558540453647";"68089.710226164214";"2753.2132117044703";"5674.1425188470184";"33038.558540453647";"68089.710226164214";"2753.2132117044703";"5674.1425188470184"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Taxes, impôts";"Taxes, impôts";"2";"572651981.71406949";"0";"5390.7954859482143";"49152.305799587113";"106227.73266148916";"4096.0254832989258";"8852.311055124097";"29447.581589970665";"63412.715985597977";"2453.9651324975553";"5284.3929987998308"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Taxes, impôts";"Taxes, impôts";"3";"258609789.14135188";"0";"4877.5237730303843";"23875.169842383231";"53020.713209292822";"1989.5974868652693";"4418.3927674410688";"10568.784427420285";"23453.314820488635";"880.73203561835714";"1954.4429017073862"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Taxes, impôts";"Taxes, impôts";"4";"326114812.60540688";"0";"4713.8242853067704";"31402.209404560861";"69182.640859550767";"2616.8507837134052";"5765.2200716292309";"11076.920889781251";"24381.236179730273";"923.07674081510436";"2031.7696816441894"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Taxes, impôts";"Taxes, impôts";"5";"161503449.65016237";"0";"2743.1928829300309";"26417.870588830207";"58874.259500724198";"2201.4892157358504";"4906.1882917270159";"7712.6552279913431";"17356.603315897766";"642.72126899927855";"1446.3836096581472"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Taxes, impôts";"Taxes, impôts";"6 et +";"131391599.2969074";"0";"3344.6208876543524";"13718.662761464364";"39284.452172710931";"1143.221896788697";"3273.7043477259112";"2630.1070374449901";"7903.2721801591033";"219.17558645374913";"658.60601501325857"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Cotisations, dons";"Cotisations, dons";"1";"112776260.53483424";"0";"1778.7181444145392";"21577.641050703452";"63403.109081092931";"1798.1367542252876";"5283.5924234244103";"21577.641050703452";"63403.109081092931";"1798.1367542252876";"5283.5924234244103"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Cotisations, dons";"Cotisations, dons";"2";"224474583.66060102";"0";"4021.7182997132059";"19267.275295713487";"55815.590981747431";"1605.6062746427906";"4651.2992484789529";"11543.195218559107";"33308.075164984832";"961.9329348799256";"2775.6729304154023"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Cotisations, dons";"Cotisations, dons";"3";"156881548.87669894";"0";"4768.4446142389934";"14483.495141477666";"32899.94150466525";"1206.9579284564722";"2741.6617920554377";"6411.3863447426138";"14569.789485031408";"534.28219539521785";"1214.1491237526175"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Cotisations, dons";"Cotisations, dons";"4";"254745795.79161254";"0";"5105.0575031113558";"24529.952382319618";"49900.671174879775";"2044.1626985266348";"4158.389264573314";"8652.7778497519175";"17705.413088408815";"721.06482081265972";"1475.4510907007345"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Cotisations, dons";"Cotisations, dons";"5";"208034999.04794011";"0";"2993.8046783573059";"34029.252593059835";"69488.50088713484";"2835.7710494216531";"5790.7084072612379";"9934.7860772499371";"20275.756472013454";"827.89883977082809";"1689.6463726677878"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Cotisations, dons";"Cotisations, dons";"6 et +";"324377000.99859941";"0";"5580.7128259411929";"33868.365314735282";"58124.653806011404";"2822.36377622794";"4843.72115050095";"6493.1566224705939";"10938.308346839642";"541.09638520588271";"911.52569556997014"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Epargne volontaire";"Épargne volontaire";"1";"81473695.496067598";"0";"193.58106076518183";"15588.477115229836";"420876.37692458468";"1299.0397596024864";"35073.031410382056";"15588.477115229836";"420876.37692458468";"1299.0397596024864";"35073.031410382056"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Epargne volontaire";"Épargne volontaire";"2";"247326500.08500239";"0";"655.23998084638367";"21228.718580755012";"377459.41535119223";"1769.0598817295843";"31454.951279266024";"12718.313256884088";"225643.77887036675";"1059.859438073674";"18803.648239197231"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Epargne volontaire";"Épargne volontaire";"3";"338096833.13350701";"0";"1368.9192749995257";"31213.510289134083";"246980.84051276447";"2601.1258574278404";"20581.736709397039";"13817.236218496088";"111536.32320075201";"1151.4363515413406";"9294.6936000626665"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Epargne volontaire";"Épargne volontaire";"4";"209166724.83115527";"0";"794.38221689452132";"20141.057810709201";"263307.41094488598";"1678.4214842257668";"21942.284245407165";"7104.6244272650893";"93096.383731990718";"592.05203560542407";"7758.0319776658926"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Epargne volontaire";"Épargne volontaire";"5";"245489968.89840326";"0";"564.10053602798746";"40155.936255615758";"435188.32764630351";"3346.3280213013136";"36265.693970525295";"11723.46161116069";"128329.33693983684";"976.95513426339085";"10694.11141165307"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Epargne volontaire";"Épargne volontaire";"6 et +";"83289776.911760032";"0";"503.30711655840327";"8696.327368297214";"165484.99747290017";"724.69394735810113";"13790.416456075014";"1667.2377045036806";"31046.823688799152";"138.93647537530671";"2587.2353073999293"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Autres transferts sans contrepartie";"Autres transferts sans contrepartie";"1";"249908026.52582476";"0";"1050.0273468959265";"47815.255324929982";"238001.44564291468";"3984.6046104108318";"19833.453803576223";"47815.255324929982";"238001.44564291468";"3984.6046104108318";"19833.453803576223"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Autres transferts sans contrepartie";"Autres transferts sans contrepartie";"2";"647261912.50199294";"0";"2235.7406034119904";"55556.282823812508";"289506.7126813365";"4629.6902353177093";"24125.559390111372";"33284.260924813978";"174645.07436933785";"2773.6884104011647";"14553.756197444822"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Autres transferts sans contrepartie";"Autres transferts sans contrepartie";"3";"611750887.08439589";"0";"2237.2360674910665";"56477.584931579469";"273440.47236393782";"4706.4654109649555";"22786.706030328154";"25000.844980946145";"122798.53789010448";"2083.4037484121791";"10233.211490842039"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Autres transferts sans contrepartie";"Autres transferts sans contrepartie";"4";"399101120.98106295";"0";"1695.0869124832843";"38430.198476775753";"235445.81581152324";"3202.5165397313126";"19620.484650960268";"13555.9973765416";"81823.335525855204";"1129.6664480451332";"6818.6112938212664"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Autres transferts sans contrepartie";"Autres transferts sans contrepartie";"5";"254647583.55083045";"0";"1082.2792693987924";"41653.889886415825";"235288.23913654702";"3471.1574905346524";"19607.353261378918";"12160.786787049909";"69590.147523236432";"1013.3988989208258";"5799.1789602697027"
"Iles Du Vent";"Transfert d'argent sans contrepartie";"Autres transferts sans contrepartie";"Autres transferts sans contrepartie";"6 et +";"215090953.2417852";"0";"1315.5148452641188";"22457.754273148606";"163503.25046966758";"1871.4795227623838";"13625.270872472298";"4305.5433744559487";"32538.992944474674";"358.79528120466233";"2711.5827453728893"
"Iles Du Vent";"Autres sorties d'argent ou décaissements";"Remboursement d'emprunts";"Remboursement d'emprunts";"1";"1004947924.5570323";"0";"1367.3765998470221";"192278.10434486961";"734945.9722138457";"16023.175362072467";"61245.497684487149";"192278.10434486961";"734945.9722138457";"16023.175362072467";"61245.497684487149"
"Iles Du Vent";"Autres sorties d'argent ou décaissements";"Remboursement d'emprunts";"Remboursement d'emprunts";"2";"3274035796.1229501";"0";"3960.2673837811649";"281019.56124929985";"826720.89504143083";"23418.296770774989";"68893.407920119236";"168361.30723975171";"494634.59354478162";"14030.108936645976";"41219.54946206513"
"Iles Du Vent";"Autres sorties d'argent ou décaissements";"Remboursement d'emprunts";"Remboursement d'emprunts";"3";"4465578759.9966335";"0";"5324.282091782221";"412267.65503909026";"838719.41475246858";"34355.637919924193";"69893.28456270571";"182497.88383793464";"370240.43209039746";"15208.156986494554";"30853.369340866459"
"Iles Du Vent";"Autres sorties d'argent ou décaissements";"Remboursement d'emprunts";"Remboursement d'emprunts";"4";"5505883572.4365606";"0";"5917.0522283408372";"530171.89718391199";"930511.23430432018";"44180.991431992668";"77542.602858693339";"187014.61694725486";"330224.21987715224";"15584.551412271237";"27518.684989762689"
"Iles Du Vent";"Autres sorties d'argent ou décaissements";"Remboursement d'emprunts";"Remboursement d'emprunts";"5";"2973748266.3423495";"0";"3257.5174572566134";"486429.83808805217";"912887.89864130272";"40535.819840671014";"76073.991553441898";"142012.41622279154";"266967.77750296338";"11834.368018565961";"22247.314791913617"
"Iles Du Vent";"Autres sorties d'argent ou décaissements";"Remboursement d'emprunts";"Remboursement d'emprunts";"6 et +";"2834023297.8422089";"0";"5121.747791298164";"295901.79348814313";"553331.28715498385";"24658.48279067859";"46110.940596248656";"56729.53719890747";"108064.46869422536";"4727.4614332422889";"9005.3723911854468"
"Iles Du Vent";"Produit inconnu";"Produit inconnu";"Produit inconnu";"1";"0";"0";"5226.533348563491";"0";"0";"0";"0";"0";"0";"0";"0"
"Iles Du Vent";"Produit inconnu";"Produit inconnu";"Produit inconnu";"2";"0";"0";"11650.561909526537";"0";"0";"0";"0";"0";"0";"0";"0"
"Iles Du Vent";"Produit inconnu";"Produit inconnu";"Produit inconnu";"3";"0";"0";"10831.746573893168";"0";"0";"0";"0";"0";"0";"0";"0"
"Iles Du Vent";"Produit inconnu";"Produit inconnu";"Produit inconnu";"4";"0";"0";"10385.091329212088";"0";"0";"0";"0";"0";"0";"0";"0"
"Iles Du Vent";"Produit inconnu";"Produit inconnu";"Produit inconnu";"5";"0";"0";"6113.4166399637106";"0";"0";"0";"0";"0";"0";"0";"0"
"Iles Du Vent";"Produit inconnu";"Produit inconnu";"Produit inconnu";"6 et +";"0";"0";"9577.5806710538491";"0";"0";"0";"0";"0";"0";"0";"0"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Pains et céréales";"1";"57664699.154756255";"3608090.5387809733";"1062.6644144430734";"54264.26101317929";"54264.261013179283";"4522.0217510982739";"4522.0217510982729";"54264.26101317929";"54264.261013179283";"4522.0217510982739";"4522.0217510982729"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Pains et céréales";"2";"167635151.31197262";"2172508.9224323328";"1957.0654594187433";"85656.384412282801";"85656.384412282743";"7138.0320343568992";"7138.0320343568956";"51059.338363114126";"51059.338363114068";"4254.9448635928438";"4254.9448635928393"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Pains et céréales";"3";"189823122.44506314";"7043882.2914298689";"1825.7584849241641";"103078.13908882937";"103969.45927541329";"8589.8449240691134";"8664.1216062844396";"44772.722276794062";"45176.459060078487";"3731.0601897328388";"3764.7049216732071"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Pains et céréales";"4";"217434347.67248413";"9392508.4569921158";"1810.5206938434128";"118888.2260118814";"120094.92540563553";"9907.3521676567852";"10007.910450469628";"42015.265261852066";"42164.990394507193";"3501.2721051543385";"3513.7491995422661"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Pains et céréales";"5";"135955867.03249046";"2055407.8392336802";"937.63081574295995";"144999.35875588917";"144999.35875588917";"12083.279896324098";"12083.279896324097";"41408.952008491055";"41408.952008491047";"3450.7460007075874";"3450.746000707587"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Pains et céréales";"6 et +";"279353649.16069221";"6955897.1107283663";"1573.6185873338648";"177523.0995675977";"177523.09956759776";"14793.591630633144";"14793.591630633147";"34168.990174182203";"34168.990174182196";"2847.4158478485169";"2847.4158478485165"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Viandes";"1";"72844836.744563386";"7392633.9892316824";"943.10661601416973";"68549.238832600124";"77239.238393243257";"5712.4365693833433";"6436.6031994369387";"68549.238832600124";"77239.238393243257";"5712.4365693833433";"6436.6031994369387"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Viandes";"2";"253782882.22363308";"11405249.976775896";"1878.9287167007619";"129675.21398032737";"135067.86072717761";"10806.267831693947";"11255.655060598136";"77298.740465880765";"80242.221842362123";"6441.561705490064";"6686.8518201968436"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Viandes";"3";"247970499.72739521";"14208754.053512292";"1744.9176045538989";"134653.4464905581";"142110.14839912209";"11221.12054087984";"11842.512366593508";"58487.681448531817";"61599.43128800128";"4873.9734540443178";"5133.2859406667731"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Viandes";"4";"268830788.33301294";"71361344.130602866";"1775.3322947468853";"146990.64735820517";"151425.61712444993";"12249.220613183765";"12618.801427037493";"51946.700248930829";"53185.229507939417";"4328.8916874109018";"4432.102458994952"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Viandes";"5";"158335449.62963909";"5735829.0151747037";"925.0426870913567";"168867.5830307233";"171165.56007539356";"14072.298585893608";"14263.796672949462";"48225.245280438809";"48824.267836561405";"4018.7704400365674";"4068.6889863801171"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Viandes";"6 et +";"294192802.52222091";"45056373.630453691";"1546.7572973807908";"186953.05513686323";"190199.71848226854";"15579.421261405269";"15849.976540189045";"35984.033174073687";"36475.380214219243";"2998.6694311728074";"3039.6150178516041"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits de la mer";"1";"26728125.712742291";"127674848.38851224";"862.04381881044606";"25151.990929093179";"31005.530263676203";"2095.9992440910983";"2583.7941886396839";"25151.990929093179";"31005.530263676203";"2095.9992440910983";"2583.7941886396839"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits de la mer";"2";"141395102.51712763";"371185356.45557272";"1799.0803395398011";"72248.529979739484";"78592.989656757651";"6020.7108316449567";"6549.4158047298051";"43066.984017412375";"46784.000501536881";"3588.9153347843644";"3898.6667084614069"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits de la mer";"3";"91024006.531268373";"366842645.66172004";"1684.7152847522912";"49428.041667410755";"54029.311275971428";"4119.0034722842292";"4502.442606330952";"21469.421177206848";"23379.824188875355";"1789.1184314339043";"1948.3186824062798"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits de la mer";"4";"89079025.160382435";"464571256.35735714";"1651.8291821181683";"48706.413634968754";"53927.504202435084";"4058.8678029140628";"4493.958683536257";"17212.914663409872";"18889.309676571498";"1434.4095552841559";"1574.1091397142916"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits de la mer";"5";"45229814.014570579";"179996012.85422495";"894.52006398880155";"48238.403916717885";"50563.219133267878";"4019.8669930598239";"4213.6015944389901";"13775.935079247021";"14423.276874518069";"1147.9945899372517";"1201.9397395431724"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits de la mer";"6 et +";"80642515.665535063";"600110406.11226511";"1472.6817389372357";"51246.54494718778";"54758.956761242203";"4270.5454122656483";"4563.2463967701833";"9863.745591567249";"10558.490555802506";"821.97879929727083";"879.87421298354207"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Laits, fromages et œufs";"1";"30134673.950347491";"2004743.0301661226";"734.4246047705401";"28357.657921706763";"41031.678070974507";"2363.1381601422299";"3419.3065059145424";"28357.657921706763";"41031.678070974507";"2363.1381601422299";"3419.3065059145424"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Laits, fromages et œufs";"2";"97215169.486077845";"1893950.4183922836";"1750.8137218517838";"49673.948828952925";"55525.706860040053";"4139.4957357460771";"4627.1422383366707";"29610.390147705391";"33027.908164083841";"2467.5325123087823";"2752.3256803403201"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Laits, fromages et œufs";"3";"84326067.844523087";"2691479.2043037349";"1564.5610116464791";"45790.913341484105";"53897.589941719074";"3815.9094451236751";"4491.4658284765901";"19889.608640220311";"23466.571383179413";"1657.467386685026";"1955.5476152649508"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Laits, fromages et œufs";"4";"86604352.40160428";"2089588.8242831388";"1579.8042999787376";"47353.318057382166";"54819.671273695021";"3946.1098381151805";"4568.3059394745851";"16734.728794850791";"19226.311404320735";"1394.5607329042327";"1602.1926170267282"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Laits, fromages et œufs";"5";"43037628.040320009";"1133396.2447894961";"849.80399060840341";"45900.398448634449";"50644.182088987269";"3825.033204052871";"4220.3485074156051";"13108.246911146593";"14463.697768506083";"1092.3539092622161";"1205.3081473755069"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Laits, fromages et œufs";"6 et +";"96722263.360179737";"3370194.5119543732";"1408.455467031961";"61464.870927874188";"68672.574763050638";"5122.0725773228487";"5722.7145635875531";"11830.531214852934";"13076.869130995497";"985.87760123774456";"1089.7390942496247"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Huiles et graisses  ";"1";"10412220.626379125";"48215.164664910764";"513.61012870871468";"9798.220853980527";"20272.61544190504";"816.51840449837721";"1689.3846201587535";"9798.220853980527";"20272.61544190504";"816.51840449837721";"1689.3846201587535"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Huiles et graisses  ";"2";"35201518.167575978";"0";"1504.1948419957437";"17986.888480485981";"23402.232998533036";"1498.9073733738317";"1950.1860832110863";"10721.893427164532";"13846.801044582277";"893.49111893037764";"1153.9000870485229"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Huiles et graisses  ";"3";"29171477.299193457";"1053381.6864504311";"1321.5388204020555";"15840.755097383528";"22073.870891146835";"1320.0629247819606";"1839.4892409289027";"6880.5445548320204";"9586.4007760526783";"573.37871290266844";"798.86673133772319"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Huiles et graisses  ";"4";"32314329.259399459";"365053.82283901027";"1348.3997968343501";"17668.750689751334";"23964.946698497057";"1472.3958908126112";"1997.0788915414212";"6244.161192221377";"8419.4961189668356";"520.34676601844797";"701.62467658056971"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Huiles et graisses  ";"5";"23857344.940162078";"0";"806.71248134315522";"25444.284189036596";"29573.541369336719";"2120.3570157530494";"2464.4617807780601";"7266.3848441428427";"8484.2942347622156";"605.53207034523689";"707.02451956351797"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Huiles et graisses  ";"6 et +";"37145886.413715385";"258706.13810549362";"1325.8770849300236";"23605.393780109414";"28016.08598256742";"1967.1161483424512";"2334.6738318806183";"4543.4789618639543";"5303.2422359950397";"378.62324682199619";"441.93685299958662"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Fruits  ";"1";"10538086.611874687";"96228106.888312027";"815.7325160804503";"9916.6646296305535";"12918.556517165223";"826.38871913587934";"1076.5463764304352";"9916.6646296305535";"12918.556517165223";"826.38871913587934";"1076.5463764304352"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Fruits  ";"2";"56486769.788630597";"159756134.4846738";"1713.1429139556446";"28862.994600807804";"32972.596348195329";"2405.2495500673167";"2747.7163623496112";"17205.085383968824";"19666.425186564382";"1433.7571153307354";"1638.8687655470319"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Fruits  ";"3";"43317954.315534256";"223141925.29794246";"1589.344746886826";"23522.603898123394";"27255.228546471448";"1960.2169915102825";"2271.2690455392872";"10217.210175380869";"11855.193681492596";"851.43418128173926";"987.93280679104964"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Fruits  ";"4";"37079398.159271881";"238477826.47895494";"1613.8273815458813";"20274.183522210446";"22976.062113751977";"1689.5152935175372";"1914.6718428126649";"7164.924797246219";"8056.1505630565925";"597.07706643718484";"671.34588025471601"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Fruits  ";"5";"14539850.750872983";"104448370.64475241";"758.22522273617562";"15507.010335781142";"19176.163381117331";"1292.2508613150953";"1598.0136150931107";"4428.4957692163298";"5470.3484446989378";"369.0413141013608";"455.86237039157817"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Fruits  ";"6 et +";"37008692.826520495";"250989546.98422778";"1412.2392229911293";"23518.210273064462";"26205.682595428778";"1959.8508560887053";"2183.8068829523982";"4526.698202611633";"5038.5338238552868";"377.22485021763606";"419.87781865460721"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Légumes";"1";"24325817.483289704";"17550477.4517527";"940.2965978051177";"22891.344767612743";"25870.366371708791";"1907.6120639677285";"2155.8638643090662";"22891.344767612743";"25870.366371708791";"1907.6120639677285";"2155.8638643090662"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Légumes";"2";"118019936.09410152";"32366148.561004188";"1894.1355159668699";"60304.541948818616";"62308.074105171785";"5025.3784957348844";"5192.3395087643157";"35947.23304426339";"37158.02341664995";"2995.6027536886158";"3096.5019513874963"
