"Subdivision";"Division";"Groupe";"Classe";"Taille Du Menage";"Dépenses";"Autoconsommation";"Ménages";"Dépenses moyennes par ménage";"Dépenses moyennes par ménage répondant";"Dépenses moyennes mensuelles par ménage";"Dépenses moyennes mensuelles par ménage répondant";"Dépenses moyennes par UC";"Dépenses moyennes par UC répondant";"Dépenses moyennes mensuelles par UC";"Dépenses moyennes mensuelles par UC répondant"
"Tuamotu-Gambier";"Santé";"Produits et appareils thérapeutiques; matériel médical  ";"Matériels et appareils thérapeutiques  ";"4";"448737.52102546551";"0";"16.633083845812688";"609.66520921504889";"26978.61233582571";"50.805434101254079";"2248.2176946521427";"216.87214814939676";"9230.7234334545719";"18.072679012449733";"769.22695278788103"
"Tuamotu-Gambier";"Santé";"Produits et appareils thérapeutiques; matériel médical  ";"Matériels et appareils thérapeutiques  ";"5";"435984.70691588562";"0";"20.66310631965764";"675.73436744971389";"21099.669148056211";"56.311197287476155";"1758.3057623380178";"196.7169629813784";"7296.5590229112304";"16.3930802484482";"608.04658524260253"
"Tuamotu-Gambier";"Santé";"Produits et appareils thérapeutiques; matériel médical  ";"Matériels et appareils thérapeutiques  ";"6 et +";"543086.52243016311";"0";"29.236403014633481";"651.52328856481813";"18575.695586024587";"54.293607380401511";"1547.9746321687157";"138.37532192580491";"3744.0805097446282";"11.531276827150409";"312.00670914538568"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services médicaux";"1";"440430.56880015577";"0";"70.581501028208834";"733.37439326215338";"6240.0283698150861";"61.114532771846115";"520.0023641512571";"733.37439326215338";"6240.0283698150861";"61.114532771846115";"520.0023641512571"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services médicaux";"2";"1348057.9208907778";"0";"89.001428320170746";"1468.7928035454254";"15146.475133425045";"122.39940029545212";"1262.2062611187539";"877.94776829789407";"9196.1562245322584";"73.162314024824511";"766.34635204435494"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services médicaux";"3";"1840701.7461186633";"0";"97.623386936686984";"2223.0741386202053";"18855.13096684956";"185.25617821835044";"1571.2609139041299";"992.67891891715055";"8393.403873888501";"82.72324324309588";"699.45032282404179"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services médicaux";"4";"654817.06180361391";"0";"70.198366669372632";"889.64965548184784";"9328.0954083695069";"74.137471290153997";"777.34128403079228";"316.46915219769869";"3301.9277465355699";"26.372429349808225";"275.16064554463082"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services médicaux";"5";"345626.31825385429";"0";"27.489198852853342";"535.68755471118106";"12573.168105187568";"44.640629559265093";"1047.7640087656307";"155.94712056368289";"3564.8307605088949";"12.995593380306905";"297.06923004240792"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services médicaux";"6 et +";"1632160.4528729669";"0";"146.56229201329072";"1958.0499640515059";"11136.291814575045";"163.17083033762549";"928.02431788125375";"415.86509473710436";"2535.9001300573032";"34.655424561425363";"211.3250108381086"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services dentaires  ";"1";"174125.49336568758";"0";"7.7734595252539096";"289.94167774598185";"22400";"24.161806478831821";"1866.6666666666667";"289.94167774598185";"22400";"24.161806478831821";"1866.6666666666667"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services dentaires  ";"2";"8937504.1908236891";"0";"39.058943110569295";"9737.9657310752282";"228820.94288939459";"811.49714425626905";"19068.411907449547";"5820.7156657643973";"138908.62247738233";"485.05963881369979";"11575.718539781863"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services dentaires  ";"3";"2480432.6469483525";"0";"22.114423202738102";"2995.6975276670732";"112163.56963998216";"249.64146063892278";"9346.9641366651795";"1337.6817855535205";"50983.440745446438";"111.47348212946005";"4248.6200621205362"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services dentaires  ";"4";"659680.34861465113";"0";"8.2460043576831392";"896.25702979801417";"80000";"74.688085816501186";"6666.666666666667";"318.81954949758574";"29629.629629629628";"26.568295791465481";"2469.1358024691358"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services dentaires  ";"5";"83205.284808644807";"0";"10.400660601080601";"128.96018967355727";"8000";"10.74668247279644";"666.66666666666674";"37.542351077729613";"2222.2222222222222";"3.1285292564774672";"185.18518518518519"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services dentaires  ";"6 et +";"253796.49946452316";"0";"26.790515362102077";"304.47142974097386";"9473.3713045156364";"25.372619145081156";"789.44760870963637";"64.665888153322442";"1907.6172308092664";"5.3888240127768698";"158.96810256743885"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services paramédicaux  ";"1";"1037645.7971995848";"0";"7.7734595252539096";"1727.8157122821394";"133485.71428571135";"143.98464269017828";"11123.809523809279";"1727.8157122821394";"133485.71428571135";"143.98464269017828";"11123.809523809279"
"Tuamotu-Gambier";"Santé";"Services de consultation externe  ";"Services paramédicaux  ";"2";"47801.684710167479";"0";"17.704327670432399";"52.082903420979932";"2700";"4.3402419517483279";"225.00000000000003";"31.13173533703926";"1588.2352941176473";"2.5943112780866051";"132.35294117647061"
"Tuamotu-Gambier";"Santé";"Services hospitaliers  ";"Services hospitaliers  ";"1";"482731.83651826781";"0";"7.7734595252539096";"803.81152625113714";"62100";"66.984293854261438";"5175";"803.81152625113714";"62100";"66.984293854261438";"5175"
"Tuamotu-Gambier";"Santé";"Services hospitaliers  ";"Services hospitaliers  ";"2";"9422292.5972846076";"0";"28.223724529083849";"10266.172799642087";"333842.99040954601";"855.51439997017394";"27820.249200795501";"6136.4431229850879";"206007.14451736273";"511.37026024875729";"17167.262043113558"
"Tuamotu-Gambier";"Santé";"Services hospitaliers  ";"Services hospitaliers  ";"3";"959642.90222543362";"0";"26.58916259934762";"1158.9913046729243";"36091.505275498181";"96.5826087227437";"3007.6254396248482";"517.52940460689308";"16405.22967068099";"43.127450383907757";"1367.1024725567493"
"Tuamotu-Gambier";"Santé";"Services hospitaliers  ";"Services hospitaliers  ";"4";"335230.75367382664";"0";"19.825269242418379";"455.45228111708025";"16909.266127723651";"37.954356759756692";"1409.1055106436377";"162.01500937305903";"5729.5345399082753";"13.501250781088252";"477.46121165902292"
"Tuamotu-Gambier";"Santé";"Services hospitaliers  ";"Services hospitaliers  ";"5";"9360.5945409725409";"0";"10.400660601080601";"14.508021338275192";"900";"1.2090017781895994";"75";"4.2235144962445812";"250";"0.3519595413537151";"20.833333333333336"
"Tuamotu-Gambier";"Santé";"Services hospitaliers  ";"Services hospitaliers  ";"6 et +";"222006.75221274764";"0";"27.48499577024581";"266.33430091030112";"8077.3798936903431";"22.194525075858426";"673.11499114086189";"56.566043417311562";"1656.2358081745742";"4.7138369514426302";"138.01965068121453"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Voitures particulières  ";"1";"2407486.1412036372";"0";"9.2595620815524509";"4008.7787114826533";"260000";"334.06489262355444";"21666.666666666668";"4008.7787114826533";"260000";"334.06489262355444";"21666.666666666668"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Voitures particulières  ";"2";"32411868.857915189";"0";"33.186088329830696";"35314.743521188117";"976670.3606577348";"2942.8952934323429";"81389.1967214779";"21108.831815896585";"598295.09348811291";"1759.0693179913821";"49857.924457342742"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Voitures particulières  ";"3";"94092982.432352245";"0";"56.255349663856691";"113639.09243421926";"1672605.0588004028";"9469.9243695182722";"139383.75490003359";"50743.75589396352";"747435.53509833931";"4228.64632449696";"62286.294591528276"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Voitures particulières  ";"4";"66071931.081176788";"0";"29.068614773242533";"89766.858794858781";"2272964.5563295144";"7480.5715662382327";"189413.71302745954";"31932.167368595274";"822317.84013816714";"2661.0139473829395";"68526.486678180605"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Voitures particulières  ";"5";"49455786.921145879";"0";"40.162782909589886";"76651.713607779951";"1231383.4684333354";"6387.6428006483293";"102615.28903611128";"22314.526291076912";"348311.54742493754";"1859.5438575897426";"29025.96228541146"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Voitures particulières  ";"6 et +";"62412450.856136739";"0";"31.324069052750957";"74874.193244980197";"1992475.8418528491";"6239.5161037483495";"166039.65348773741";"15902.333463830284";"564628.21335142863";"1325.1944553191904";"47052.35111261905"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Motocycles";"1";"3382750.470072988";"0";"12.0812516788321";"5632.7211353776593";"280000";"469.39342794813831";"23333.333333333336";"5632.7211353776593";"280000";"469.39342794813831";"23333.333333333336"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Motocycles";"2";"435169.39862197248";"0";"8.7033879724394492";"474.14407876242194";"50000";"39.512006563535166";"4166.666666666667";"283.41215642962891";"29411.764705882357";"23.617679702469072";"2450.9803921568632"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Motocycles";"3";"2138695.2344315154";"0";"20.940992656537972";"2582.9703677308703";"102129.60147158043";"215.24753064423922";"8510.8001226317028";"1153.3849401107018";"44118.536628121125";"96.115411675891821";"3676.544719010094"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Motocycles";"5";"3618291.0332533005";"0";"20.069981964664208";"5608.0031336422635";"180283.72121229448";"467.3335944701887";"15023.643434357873";"1632.5784183564635";"50078.811447859574";"136.0482015297053";"4173.2342873216312"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Motocycles";"6 et +";"3701643.7552885395";"0";"23.436975218367003";"4440.7419682397658";"157940.3366176557";"370.06183068664711";"13161.694718137975";"943.15753593123691";"32671.288384273721";"78.59646132760308";"2722.6073653561434"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Bicyclettes";"1";"225916.167452692";"0";"11.2958083726346";"376.17991113806278";"20000";"31.348325928171899";"1666.6666666666665";"376.17991113806278";"20000";"31.348325928171899";"1666.6666666666665"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Bicyclettes";"2";"1379053.8129636445";"0";"51.044769130772885";"1502.5647524435958";"27016.55500548179";"125.21372937029966";"2251.3795837901494";"898.13441892325739";"15892.091179695171";"74.844534910271435";"1324.3409316412644"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Bicyclettes";"3";"3104018.9713100432";"0";"63.719700289775993";"3748.8225973905292";"48713.64675593259";"312.40188311587747";"4059.4705629943828";"1673.9779832532085";"21829.333695183184";"139.49816527110073";"1819.1111412652654"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Bicyclettes";"4";"3117901.2381615732";"0";"95.118491056113314";"4236.0529744241339";"32779.128469586714";"353.00441453534449";"2731.5940391322265";"1506.8629378094533";"11753.535833090824";"125.57191148412112";"979.46131942423528"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Bicyclettes";"5";"3590148.824140551";"0";"105.00593279376841";"5564.3854159292659";"34189.961734748846";"463.69878466077216";"2849.1634778957373";"1619.8806107947983";"9803.8213519368019";"134.99005089956651";"816.98511266140019"
"Tuamotu-Gambier";"Transports";"Véhicules  ";"Bicyclettes";"6 et +";"3328344.2574112099";"0";"95.118141510136297";"3992.9066668069104";"34991.687227788439";"332.74222223390922";"2915.9739356490368";"848.04297119784428";"7818.9234961628199";"70.670247599820357";"651.57695801356829"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Pièces détachées et accessoires pour les véhicules personnels  ";"1";"119547.4559240995";"0";"11.183858222101099";"199.06212049089606";"10689.285714285481";"16.588510040908005";"890.77380952379019";"199.06212049089606";"10689.285714285481";"16.588510040908005";"890.77380952379019"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Pièces détachées et accessoires pour les véhicules personnels  ";"2";"2256636.32381084";"0";"31.737298260209819";"2458.7453856896373";"71103.605143354798";"204.89544880746979";"5925.3004286128999";"1469.6763348569889";"41825.650084326342";"122.47302790474906";"3485.4708403605287"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Pièces détachées et accessoires pour les véhicules personnels  ";"3";"2672371.1339394357";"0";"83.17530090039628";"3227.5077530528542";"32129.383422846186";"268.95897942107121";"2677.4486185705155";"1441.1930090130863";"14418.78662009015";"120.09941741775721";"1201.565551674179"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Pièces détachées et accessoires pour les véhicules personnels  ";"4";"406505.71509829152";"0";"36.533415266181798";"552.28809767491816";"11126.956298405126";"46.024008139576523";"927.24635820042715";"196.46177004969047";"3824.908054650944";"16.371814170807539";"318.74233788757863"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Pièces détachées et accessoires pour les véhicules personnels  ";"5";"2941660.189618079";"0";"48.413641215339979";"4559.2903970071584";"60760.978017204106";"379.94086641726324";"5063.414834767008";"1327.2815524158686";"17011.890648876168";"110.60679603465572";"1417.6575540730137"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Pièces détachées et accessoires pour les véhicules personnels  ";"6 et +";"2279710.2175194081";"0";"41.163847453180772";"2734.8944165412577";"55381.368811851738";"227.90786804510481";"4615.1140676543118";"580.85704987709403";"11637.323029162799";"48.404754156424509";"969.77691909689986"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Carburants et lubrifiants pour les véhicules personnels  ";"1";"6852551.7078949483";"0";"45.527966450352096";"11410.393163139619";"150513.01962646638";"950.86609692830154";"12542.751635538865";"11410.393163139619";"150513.01962646638";"950.86609692830154";"12542.751635538865"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Carburants et lubrifiants pour les véhicules personnels  ";"2";"71068023.732350513";"340364.63677932846";"202.22700224789017";"77433.024354989378";"351426.975341479";"6452.7520295824479";"29285.581278456579";"46284.370920746354";"210990.70134193983";"3857.0309100621962";"17582.558445161652"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Carburants et lubrifiants pour les véhicules personnels  ";"3";"44268663.5277813";"0";"138.47602476344281";"53464.675223677339";"319684.67901504977";"4455.3896019731119";"26640.389917920817";"23873.81287888021";"142397.23645079922";"1989.484406573351";"11866.436370899935"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Carburants et lubrifiants pour les véhicules personnels  ";"4";"17742200.686577123";"0";"122.03026601641972";"24104.965568287258";"145391.80537547817";"2008.747130690605";"12115.983781289848";"8574.6990066768303";"51657.728529230786";"714.55825055640264";"4304.8107107692322"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Carburants et lubrifiants pour les véhicules personnels  ";"5";"41472665.697698615";"595256.04193197086";"227.37093968742528";"64278.643441258544";"182400.90732224853";"5356.553620104879";"15200.075610187378";"18712.529851115291";"55049.832205011087";"1559.3774875929407";"4587.4860170842567"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Carburants et lubrifiants pour les véhicules personnels  ";"6 et +";"308238645.98126441";"0";"98.152346267008653";"369783.90734839992";"3140410.369230988";"30815.325612366658";"261700.8641025823";"78537.433918950701";"713039.17831817677";"6544.786159912559";"59419.931526514731"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Entretien et réparation des véhicules personnels  ";"1";"84503.88332953208";"0";"10.941846863852399";"140.709997341741";"7723";"11.725833111811749";"643.58333333333326";"140.709997341741";"7723";"11.725833111811749";"643.58333333333326"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Entretien et réparation des véhicules personnels  ";"2";"740069.06393768033";"0";"11.213167635419399";"806.35119485072596";"66000";"67.195932904227163";"5499.9999999999991";"481.98372859309899";"43999.999999999993";"40.165310716091575";"3666.6666666666661"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Entretien et réparation des véhicules personnels  ";"3";"2097501.8387758401";"0";"10.4875091938792";"2533.2197914861417";"200000";"211.10164929051183";"16666.666666666668";"1131.1695999274116";"90909.090909090912";"94.264133327284313";"7575.7575757575751"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Entretien et réparation des véhicules personnels  ";"4";"842846.22676089488";"0";"12.040660382298499";"1145.1104422915744";"70000";"95.425870190964545";"5833.3333333333321";"407.3425180482638";"24137.931034482757";"33.945209837355321";"2011.4942528735633"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Entretien et réparation des véhicules personnels  ";"5";"1436836.9808009253";"0";"54.167304904137005";"2226.9591408791989";"26525.908633331092";"185.57992840659989";"2210.4923861109241";"648.30303145707069";"8248.0258056467665";"54.025252621422553";"687.3354838038972"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Entretien et réparation des véhicules personnels  ";"6 et +";"110301.507370133";"0";"11.030150737013299";"132.32514129401315";"10000";"11.027095107834429";"833.33333333333337";"28.104189592011842";"3125";"2.34201579933432";"260.41666666666663"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Autres services relatifs aux véhicules personnels  ";"1";"621876.76202031272";"0";"7.7734595252539096";"1035.5059919499349";"80000";"86.292165995827915";"6666.6666666666661";"1035.5059919499349";"80000";"86.292165995827915";"6666.6666666666661"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Autres services relatifs aux véhicules personnels  ";"2";"1373006.9093974414";"0";"21.05960220347632";"1495.97627556576";"65196.241416696772";"124.66468963048001";"5433.0201180580643";"894.1962606224979";"38350.730245115752";"74.516355051874811";"3195.8941870929793"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Autres services relatifs aux véhicules personnels  ";"3";"1207435.5623463974";"0";"33.741337211596999";"1458.2583943121761";"35785.053650197304";"121.521532859348";"2982.0878041831088";"651.16243368569849";"16265.933477362409";"54.263536140474876";"1355.4944564468674"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Autres services relatifs aux véhicules personnels  ";"4";"2475976.5239777248";"0";"30.413188822533641";"3363.9191615910477";"81411.276483550857";"280.32659679925399";"6784.273040295905";"1196.6245797664262";"27696.423600714716";"99.718714980535538";"2308.0353000595596"
"Tuamotu-Gambier";"Transports";"Utilisation des véhicules personnels  ";"Autres services relatifs aux véhicules personnels  ";"6 et +";"686172.47077338235";"0";"16.90494525517142";"823.17886048886226";"40590.043943707788";"68.598238374071855";"3382.5036619756488";"174.83279849225408";"9637.2181665335029";"14.569399874354508";"803.10151387779183"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par chemin de fer  ";"2";"336395.02906258195";"0";"11.213167635419399";"366.52327038669364";"29999.999999999996";"30.543605865557804";"2499.9999999999995";"219.08351299686316";"19999.999999999996";"18.256959416405262";"1666.6666666666663"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par chemin de fer  ";"3";"104060.88037928715";"0";"11.6269140088589";"125.67764033529127";"8949.9999999999982";"10.473136694607605";"745.83333333333337";"56.119380803704836";"4068.1818181818176";"4.676615066975403";"339.0151515151515"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par chemin de fer  ";"5";"198085.52708422879";"0";"9.90427635421144";"307.01351726777136";"20000";"25.584459772314283";"1666.6666666666665";"89.376491148559737";"6451.6129032258059";"7.4480409290466438";"537.63440860215053"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par route  ";"2";"1539493.9974556826";"0";"34.066779711875704";"1677.3742949191071";"45190.476190475201";"139.78119124325895";"3765.8730158729336";"1002.6240701001224";"26582.63305322071";"83.552005841676859";"2215.2194211017259"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par route  ";"4";"1112324.850333415";"0";"21.388764761197898";"1511.2303536461689";"52005.100002377054";"125.93586280384741";"4333.7583335314212";"537.57991794511474";"20515.458815643957";"44.798326495426231";"1709.6215679703296"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par route  ";"5";"2400462.2797668031";"0";"42.696346929328499";"3720.4856832697692";"56221.725098404248";"310.0404736058141";"4685.1437582003546";"1083.0922322194779";"16121.738184287442";"90.257686018289817";"1343.4781820239537"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par route  ";"6 et +";"2373389.0549034444";"0";"50.186509331801581";"2847.2778797291603";"47291.375441397831";"237.27315664409667";"3940.9479534498191";"604.72587877501257";"10502.392376267955";"50.393823231251048";"875.1993646889963"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport aérien";"1";"63909730.159323499";"0";"141.37178550041142";"106418.04384020595";"452068.49395799352";"8868.1703200171614";"37672.374496499462";"106418.04384020595";"452068.49395799352";"8868.1703200171614";"37672.374496499462"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport aérien";"2";"140501976.96841305";"17394426.294444341";"352.44826890755718";"153085.6274474801";"398645.67189934186";"12757.135620623341";"33220.472658278486";"91504.523069268529";"239741.80619051305";"7625.3769224390444";"19978.48384920942"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport aérien";"3";"76062859.340056106";"0";"225.87520842319879";"91863.53838417244";"336747.26797615201";"7655.2948653477033";"28062.272331345997";"41020.223476534142";"150387.01583884732";"3418.3519563778455";"12532.251319903944"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport aérien";"4";"82594751.351549745";"0";"272.61672800572859";"112215.14583343678";"302970.22473915888";"9351.2621527863994";"25247.518728263243";"39917.547145471181";"107381.33341671365";"3326.4622621225985";"8948.4444513928047"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport aérien";"5";"54589781.660425633";"0";"194.78848336511408";"84608.911721856639";"280251.58734924713";"7050.7426434880535";"23354.298945770592";"24630.992527284448";"80682.441251646625";"2052.5827106070369";"6723.5367709705524"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport aérien";"6 et +";"119762515.06167069";"7416835.3368429672";"269.28111395231997";"143675.2053993516";"444749.03309734649";"11972.933783279299";"37062.419424778876";"30514.799929386572";"94327.476198341261";"2542.8999941155475";"7860.6230165284378"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par mer et voies navigables intérieures  ";"1";"405330.38953108783";"0";"7.7734595252539096";"674.92801261021077";"52142.857142856003";"56.244001050850898";"4345.2380952379999";"674.92801261021077";"52142.857142856003";"56.244001050850898";"4345.2380952379999"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par mer et voies navigables intérieures  ";"2";"1332254.42087511";"0";"22.711186474583801";"1451.5739090646121";"58660.714285713002";"120.96449242205101";"4888.3928571427505";"867.65544527895202";"34506.302521007652";"72.304620439912668";"2875.5252100839707"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par mer et voies navigables intérieures  ";"3";"92053.049098218587";"0";"11.7693396107314";"111.17539995976801";"7821.4285714284006";"9.2646166633140012";"651.78571428570012";"49.643632627898931";"3258.9285714285002";"4.1369693856582446";"271.57738095237499"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par mer et voies navigables intérieures  ";"4";"4994672.8242908251";"0";"50.642908057012122";"6785.8784026423746";"98625.316276624289";"565.48986688686466";"8218.7763563853568";"2413.8953707993915";"37997.856709596912";"201.15794756661597";"3166.4880591330757"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par mer et voies navigables intérieures  ";"5";"2599639.1217633029";"0";"40.132686095624052";"4029.1906337007549";"64776.105829775493";"335.7658861417296";"5398.0088191479572";"1172.961126316565";"19043.844762924109";"97.746760526380413";"1586.9870635770092"
"Tuamotu-Gambier";"Transports";"Services de transport  ";"Transport de voyageurs par mer et voies navigables intérieures  ";"6 et +";"99457124.503133222";"0";"49.379236595559021";"119315.48685378126";"2014148.6859697222";"9942.9572378151042";"167845.72383081017";"25341.103217500051";"483063.40528084536";"2111.7586014583376";"40255.283773403782"
"Tuamotu-Gambier";"Communications";"Services postaux  ";"Services postaux  ";"1";"1561460.0821661174";"0";"209.15876681608188";"2600.0348783266463";"7465.4297591032619";"216.66957319388717";"622.11914659193849";"2600.0348783266463";"7465.4297591032619";"216.66957319388717";"622.11914659193849"
"Tuamotu-Gambier";"Communications";"Services postaux  ";"Services postaux  ";"2";"1094026.7312632147";"0";"439.09924312543291";"1192.0100500606968";"2491.5249761673936";"99.334170838391401";"207.62708134728277";"712.50523607776097";"1489.1830876631145";"59.375436339813412";"124.09859063859287"
"Tuamotu-Gambier";"Communications";"Services postaux  ";"Services postaux  ";"3";"3773047.7263847855";"0";"409.68176951967394";"4556.8299383603953";"9209.7037434896029";"379.73582819669963";"767.47531195746683";"2034.7809991206516";"4103.3004615627688";"169.56508326005431";"341.94170513023073"
"Tuamotu-Gambier";"Communications";"Services postaux  ";"Services postaux  ";"4";"1448406.947357835";"0";"429.89897104164169";"1967.839289595159";"3369.1798420646528";"163.98660746626328";"280.76498683872109";"700.00637644512437";"1188.1294889951998";"58.333864703760369";"99.010790749599991"
"Tuamotu-Gambier";"Communications";"Services postaux  ";"Services postaux  ";"5";"1834750.2711057304";"0";"376.69460908644874";"2843.6864738767467";"4870.6570968863225";"236.97387282306227";"405.88809140719354";"827.84211334920371";"1436.8070596955106";"68.9868427791003";"119.73392164129255"
"Tuamotu-Gambier";"Communications";"Services postaux  ";"Services postaux  ";"6 et +";"1847215.1856732748";"0";"441.12791223947045";"2216.0441527279563";"4187.4819852036399";"184.67034606066304";"348.9568321003033";"470.65980359813534";"895.87755526114495";"39.221650299844612";"74.656462938428746"
"Tuamotu-Gambier";"Communications";"Équipement de téléphonie et de télécopie  ";"Équipement de téléphonie et de télécopie  ";"1";"1384732.5034904918";"0";"93.874033921989522";"2305.7603888492013";"14750.964091318601";"192.1466990707668";"1229.2470076098834";"2305.7603888492013";"14750.964091318601";"192.1466990707668";"1229.2470076098834"
"Tuamotu-Gambier";"Communications";"Équipement de téléphonie et de télécopie  ";"Équipement de téléphonie et de télécopie  ";"2";"2657770.6600582432";"0";"147.1164813807882";"2895.8061508130177";"18065.757385666504";"241.31717923441815";"1505.4797821388752";"1730.9225245335811";"10920.694308956703";"144.24354371113174";"910.05785907972518"
"Tuamotu-Gambier";"Communications";"Équipement de téléphonie et de télécopie  ";"Équipement de téléphonie et de télécopie  ";"3";"4241522.5469606835";"0";"201.77110319062808";"5122.621903524252";"21021.456887973713";"426.88515862702099";"1751.7880739978095";"2287.4265346669677";"9304.9840879995172";"190.61887788891397";"775.41534066662632"
"Tuamotu-Gambier";"Communications";"Équipement de téléphonie et de télécopie  ";"Équipement de téléphonie et de télécopie  ";"4";"3993981.5721892724";"0";"212.38660735366307";"5426.3160460603394";"18805.242109915871";"452.19300383836168";"1567.1035091596559";"1930.267300247971";"6621.0376603896348";"160.85560835399761";"551.7531383658029"
"Tuamotu-Gambier";"Communications";"Équipement de téléphonie et de télécopie  ";"Équipement de téléphonie et de télécopie  ";"5";"7190016.3469616491";"0";"250.07373271753087";"11143.833880174583";"28751.585657671149";"928.65282334788196";"2395.9654714725957";"3244.1463132183662";"8330.8505685921627";"270.34552610153048";"694.23754738268019"
"Tuamotu-Gambier";"Communications";"Équipement de téléphonie et de télécopie  ";"Équipement de téléphonie et de télécopie  ";"6 et +";"5711276.5935349436";"0";"266.77425654493538";"6851.6333115257066";"21408.649648220227";"570.96944262714226";"1784.0541373516855";"1455.2004231320966";"4899.6040925846128";"121.26670192767472";"408.30034104871771"
