Date;SH;Pays;Poids;Valeur;DTE;CodeICSCH;ICSCH
01/03/2018;61071200;FRP;1;2760;130;2;Commerce
01/03/2018;42022900;FRP;5;10571;260;2;Commerce
01/03/2018;61091000;FRP;122;483961;4418;2;Commerce
01/03/2018;61102000;FRP;9;43795;260;2;Commerce
01/03/2018;61112000;FRP;5;65100;520;2;Commerce
01/03/2018;61171000;FRP;4;17190;650;2;Commerce
01/03/2018;61178000;FRP;22;96992;910;2;Commerce
01/03/2018;62114220;FRP;15;64844;390;6;Autre secteur
01/03/2018;62114220;FRP;40;192537;1442;2;Commerce
01/03/2018;62114320;CLP;1;3000;130;6;Autre secteur
01/03/2018;62114320;NCP;53;437240;348;1;Industrie
01/03/2018;62114320;WFP;444;4672554;2970;1;Industrie
01/03/2018;62114320;USP;144;672000;800;1;Industrie
01/03/2018;62114920;WFP;38;142740;274;2;Commerce
01/03/2018;63013010;FRP;1;4000;130;2;Commerce
01/03/2018;63019010;FRP;0;1500;130;2;Commerce
01/03/2018;63023110;FRP;0;3000;130;2;Commerce
01/03/2018;63025110;FRP;1;5500;130;2;Commerce
01/03/2018;61099000;FRP;1;4200;130;2;Commerce
01/03/2018;62149000;FRP;1;11700;260;2;Commerce
01/03/2018;63026000;WFP;58;681908;373;1;Industrie
01/03/2018;63029100;FRP;8;40585;650;2;Commerce
01/03/2018;70133700;FRP;14;49587;1560;2;Commerce
01/03/2018;70134900;FRP;2;3500;260;2;Commerce
01/03/2018;70139900;FRP;0;400;130;2;Commerce
01/03/2018;70200000;FRP;4;20396;130;2;Commerce
01/03/2018;71012120;DKP;1;464253;34480;2;Commerce
01/03/2018;71012120;DKP;1;900000;65080;2;Commerce
01/03/2018;71012120;DKP;0;47974;9130;6;Autre secteur
01/03/2018;71012120;FRP;0;119;6630;1;Industrie
01/03/2018;71012120;HKP;7;1512167;342060;6;Autre secteur
01/03/2018;71012120;HKP;11;2382304;575215;2;Commerce
01/03/2018;71012120;HKP;5;1362292;221120;6;Autre secteur
01/03/2018;71012120;JPP;1;150000;66130;6;Autre secteur
01/03/2018;71012120;JPP;17;2000000;861370;2;Commerce
01/03/2018;71012120;JPP;5;1446660;268190;6;Autre secteur
01/03/2018;71012120;TWP;1;290692;39530;6;Autre secteur
01/03/2018;71012190;CNP;101;34193842;3033139;6;Autre secteur
01/03/2018;71012190;DKP;4;3584972;145980;2;Commerce
01/03/2018;71012190;DKP;3;3086000;141330;2;Commerce
01/03/2018;71012190;DKP;3;1718619;80410;6;Autre secteur
01/03/2018;71012190;FRP;0;153697;5330;6;Autre secteur
01/03/2018;71012190;FRP;4;4561748;176940;2;Commerce
01/03/2018;71012190;FRP;1;558234;34530;6;Autre secteur
01/03/2018;71012190;HKP;558;167931614;15813313;6;Autre secteur
01/03/2018;71012190;HKP;3;3356656;153030;1;Industrie
01/03/2018;71012190;HKP;259;171760074;8523075;2;Commerce
01/03/2018;71012190;HKP;70;41000000;2482384;2;Commerce
01/03/2018;71012190;HKP;103;68512110;3863294;2;Commerce
01/03/2018;71012190;HKP;373;206517254;11182099;6;Autre secteur
01/03/2018;71012190;JPP;119;78590747;4195939;6;Autre secteur
01/03/2018;71012190;JPP;22;18453600;769095;1;Industrie
01/03/2018;71012190;JPP;21;23741449;821950;2;Commerce
01/03/2018;71012190;JPP;40;23933000;1652906;2;Commerce
01/03/2018;71012190;JPP;73;69536383;2760480;2;Commerce
01/03/2018;71012190;JPP;168;125200793;5227383;6;Autre secteur
01/03/2018;71012190;LTP;0;217300;1035;2;Commerce
01/03/2018;71012190;NCP;3;3806000;119330;2;Commerce
01/03/2018;71012190;NCP;4;3661106;136480;6;Autre secteur
01/03/2018;71012190;TWP;1;914678;35980;6;Autre secteur
01/03/2018;71012190;USP;12;2828100;471494;6;Autre secteur
01/03/2018;71012190;USP;1;676132;35180;2;Commerce
01/03/2018;71012220;NCP;0;69684;9280;1;Industrie
01/03/2018;71012290;FRP;0;29952;585;2;Commerce
01/03/2018;71131100;CAP;1;41424;130;2;Commerce
01/03/2018;71131100;FRP;1;120000;260;2;Commerce
01/03/2018;71131100;FRP;0;144450;520;2;Commerce
01/03/2018;64022000;FRP;9;34900;260;2;Commerce
01/03/2018;63069000;FRP;2;22000;260;2;Commerce
01/03/2018;63079000;FRP;0;1600;130;2;Commerce
01/03/2018;63109000;FRP;0;3000;260;2;Commerce
01/03/2018;67021000;CLP;22;78100;195;6;Autre secteur
01/03/2018;71131900;FRP;10;2119943;2210;2;Commerce
01/03/2018;71131900;USP;0;898000;130;2;Commerce
01/03/2018;71132000;FRP;0;80550;130;2;Commerce
01/03/2018;71161000;FRP;2;21974023;82630;1;Industrie
01/03/2018;71161000;FRP;7;471967;2340;2;Commerce
01/03/2018;71161000;NCP;1;668678;39080;1;Industrie
01/03/2018;71161000;USP;1;190548;130;2;Commerce
01/03/2018;71161000;USP;1;284756;130;2;Commerce
01/03/2018;71162000;FRP;0;7500;130;2;Commerce
01/03/2018;67029090;FRP;12;61245;520;2;Commerce
01/03/2018;68151000;BRP;16;538004;165;1;Industrie
01/03/2018;68159900;FRP;13;99592;910;2;Commerce
01/03/2018;69120000;FRP;38;117263;1334;2;Commerce
01/03/2018;69139000;FRP;0;900;130;2;Commerce
01/03/2018;70099200;FRP;0;1770;130;2;Commerce
01/03/2018;71179090;FRP;1;28000;130;2;Commerce
01/03/2018;71179090;FRP;34;170331;3407;2;Commerce
01/03/2018;72044900;NZP;417665;1880000;255;1;Industrie
01/03/2018;74040000;NZP;2500;150000;85;2;Commerce
01/03/2018;76020000;NZP;60500;3050000;425;2;Commerce
01/03/2018;76020000;TWP;35800;300000;85;1;Industrie
01/03/2018;82159990;FRP;3;6225;130;2;Commerce
01/03/2018;83061000;FRP;0;1600;130;2;Commerce
01/03/2018;84138190;NCP;3;15000;130;1;Industrie
01/03/2018;84179000;NCP;5;164665;130;2;Commerce
01/03/2018;85051900;FRP;62;238145;3180;2;Commerce
01/03/2018;85238000;FRP;4;33200;520;2;Commerce
01/03/2018;89039999;NZP;28;117403;224;1;Industrie
01/03/2018;89039999;USP;17;397966;169;1;Industrie
01/03/2018;73269090;FRP;33;152547;2730;2;Commerce
01/03/2018;85177000;FRP;2;4400;130;2;Commerce
01/03/2018;87111090;NCP;68;160000;85;6;Autre secteur
01/03/2018;87112010;NCP;167;390000;85;6;Autre secteur
01/03/2018;73261990;FRP;1;4750;130;2;Commerce
01/03/2018;89039991;USP;1050;8335878;85;1;Industrie
01/03/2018;92029010;NCP;2;10000;130;1;Industrie
01/03/2018;92029090;CLP;31;180000;239;6;Autre secteur
01/03/2018;95030000;FRP;2;14000;130;2;Commerce
01/03/2018;95030000;FRP;7;30770;520;2;Commerce
01/03/2018;95044000;FRP;5;13270;260;2;Commerce
01/03/2018;95049000;FRP;2;9436;390;2;Commerce
01/03/2018;95062930;CLP;2;13128;130;2;Commerce
01/03/2018;95063900;FRP;2;3880;130;2;Commerce
01/03/2018;96159000;FRP;0;111;130;2;Commerce
01/03/2018;96170000;FRP;6;14550;520;2;Commerce
01/03/2018;97011000;FRP;6;22400;260;2;Commerce
01/03/2018;97011000;THP;16;490000;162;6;Autre secteur
01/03/2018;97011000;USP;6;146550;130;2;Commerce
01/03/2018;97011000;USP;1;10000;130;6;Autre secteur
01/03/2018;97019000;SKP;2;117240;130;6;Autre secteur
01/04/2018;3011900;FRP;381;487048;2065;6;Autre secteur
01/04/2018;3011900;HKP;827;736400;4281;6;Autre secteur
01/04/2018;3011900;JPP;170;238199;930;6;Autre secteur
01/04/2018;3011900;NLP;412;527961;2132;6;Autre secteur
01/04/2018;3011900;USP;384;688999;2078;6;Autre secteur
01/04/2018;3023100;USP;13612;9587456;70204;1;Industrie
01/04/2018;3023100;USP;9280;5794788;47571;2;Commerce
01/04/2018;3023200;CLP;1294;504315;6687;1;Industrie
01/04/2018;3023200;USP;22326;26079701;114800;1;Industrie
01/04/2018;3023200;USP;14702;16819493;74962;2;Commerce
01/04/2018;3023400;USP;15423;19057539;80468;1;Industrie
01/04/2018;3023400;USP;6599;7739926;34582;2;Commerce
01/04/2018;3028900;USP;3107;2834516;17295;1;Industrie
01/04/2018;3028900;USP;1566;1324841;8631;2;Commerce
01/04/2018;3044900;USP;502;587491;3000;1;Industrie
01/04/2018;3044900;USP;504;620213;2930;2;Commerce
01/04/2018;3048700;CLP;309;139410;1621;1;Industrie
01/04/2018;3079111;FRP;824;947500;4270;6;Autre secteur
01/04/2018;3079111;NLP;613;786000;3133;6;Autre secteur
01/04/2018;3079111;USP;632;829290;3311;6;Autre secteur
01/04/2018;5080020;CNP;52420;5443126;255;6;Autre secteur
01/04/2018;5080020;CNP;21200;1696000;85;1;Industrie
01/04/2018;5080020;CNP;19250;1111688;85;1;Industrie
01/04/2018;5080020;CNP;18000;1214136;85;2;Commerce
01/04/2018;5080020;IDP;18000;3295512;85;2;Commerce
01/04/2018;5080020;VNP;14425;3054494;85;6;Autre secteur
01/04/2018;5080020;VNP;19700;3546000;85;1;Industrie
01/04/2018;5080020;VNP;18686;3120908;85;2;Commerce
01/04/2018;5080090;CLP;60;70000;381;6;Autre secteur
01/04/2018;9019000;JPP;47;68734;318;1;Industrie
01/04/2018;9023090;FRP;3;29282;260;2;Commerce
01/04/2018;9024090;FRP;87;139160;1433;2;Commerce
01/04/2018;9051000;FRP;151;9448549;835;1;Industrie
01/04/2018;9051000;FRP;1;37200;260;2;Commerce
01/04/2018;9051000;FRP;16;431620;398;2;Commerce
01/04/2018;9051000;USP;165;10417509;990;1;Industrie
01/04/2018;9052000;FRP;1;52500;390;2;Commerce
01/04/2018;9052000;FRP;74;229765;1128;2;Commerce
01/04/2018;12119000;JPP;1987;6954500;85;1;Industrie
01/04/2018;15131100;FRP;622944;65269704;170;1;Industrie
01/04/2018;15131900;FRP;4;30372;990;2;Commerce
01/04/2018;15159010;FRP;100;450000;85;1;Industrie
01/04/2018;15159090;FRP;2;21850;260;2;Commerce
01/04/2018;17023000;FRP;0;600;130;2;Commerce
01/04/2018;17049000;FRP;9;26725;390;2;Commerce
01/04/2018;18063100;FRP;133;365190;914;2;Commerce
01/04/2018;18069090;JPP;137;201047;766;1;Industrie
01/04/2018;19053190;FRP;47;312975;590;2;Commerce
01/03/2018;96019030;FRP;6;98500;260;6;Autre secteur
01/03/2018;96019030;FRP;1;41500;260;2;Commerce
01/03/2018;96019030;FRP;8;73072;260;2;Commerce
01/03/2018;96019090;FRP;1;3100;260;2;Commerce
01/03/2018;96081090;FRP;11;27305;780;2;Commerce
01/03/2018;96151100;FRP;0;215;130;2;Commerce
01/04/2018;6039000;FRP;21;321000;85;1;Industrie
01/04/2018;6049090;FRP;194;522188;85;1;Industrie
01/04/2018;6049090;FRP;603;107635;3083;2;Commerce
01/04/2018;9012130;FRP;31;92400;563;2;Commerce
01/04/2018;20079100;FRP;0;1710;260;2;Commerce
01/04/2018;20079920;FRP;0;6270;390;2;Commerce
01/04/2018;20079930;CNP;40680;11187000;85;1;Industrie
01/04/2018;20079930;JPP;61020;16780500;85;1;Industrie
01/04/2018;20079930;USP;79100;21752500;85;1;Industrie
01/04/2018;20079990;FRP;14;16215;520;2;Commerce
01/04/2018;20079990;FRP;15;68747;1040;2;Commerce
01/04/2018;20098910;FRP;18018;6443820;85;1;Industrie
01/04/2018;20098910;FRP;3;3000;260;2;Commerce
01/04/2018;20098910;KRP;10000;2983250;85;1;Industrie
01/04/2018;20098910;KRP;1790;1018834;85;2;Commerce
01/04/2018;20098910;USP;19840;6354251;15086;1;Industrie
01/04/2018;20091900;FRP;1800;279000;9118;3;Services
01/04/2018;20099000;NCP;787;154320;3997;3;Services
01/04/2018;21069090;CKP;1;4950;130;3;Services
01/04/2018;21069090;NCP;2304;829440;85;1;Industrie
01/04/2018;22019000;FRP;7848;357144;39274;3;Services
01/04/2018;22019000;NZP;351;21060;1830;3;Services
01/04/2018;22019000;USP;50;1734;333;1;Industrie
01/04/2018;22021000;CKP;1;1400;130;3;Services
01/04/2018;22021000;FRP;3402;378000;17169;3;Services
01/04/2018;22030000;FRP;390;98787;2451;2;Commerce
01/04/2018;22041090;FRP;13;46850;260;2;Commerce
01/04/2018;22042190;FRP;3;15885;260;2;Commerce
01/04/2018;22042190;FRP;116;207170;1018;2;Commerce
01/04/2018;22042190;JPP;9;22800;130;3;Services
01/04/2018;22060000;USP;120;56040;681;3;Services
01/04/2018;22084090;FRP;440;2205218;2272;1;Industrie
01/04/2018;22084090;FRP;9;26000;260;2;Commerce
01/04/2018;22084090;FRP;136;344746;1685;2;Commerce
01/04/2018;22084090;NCP;88;151200;85;2;Commerce
01/04/2018;22086090;FRP;4;10080;130;2;Commerce
01/04/2018;22087090;FRP;1;11000;260;2;Commerce
01/04/2018;22087090;FRP;42;108040;860;2;Commerce
01/04/2018;22089099;FRP;49;24255;528;2;Commerce
01/04/2018;25010090;AUP;0;74;130;3;Services
01/04/2018;25010090;FRP;3;8095;260;2;Commerce
01/04/2018;25010090;FRP;20;1193;184;6;Autre secteur
01/04/2018;25051000;FRP;1000;254000;85;1;Industrie
01/04/2018;25059000;FRP;22;1193;194;4;Construction
01/04/2018;25171000;FRP;260;2745;1377;4;Construction
01/04/2018;22030000;CKP;1;1000;130;3;Services
01/04/2018;28530000;NZP;1;600;130;3;Services
01/04/2018;30029000;FRP;2;4772;520;3;Services
01/04/2018;30029000;IDP;2;54892;180;3;Services
01/04/2018;30049000;VUP;674;2237714;4089;2;Commerce
01/04/2018;32081000;NCP;7;8000;360;1;Industrie
01/04/2018;32082000;FRP;150;107397;185;2;Commerce
01/04/2018;32082000;WSP;28;191329;135;2;Commerce
01/04/2018;32141000;NCP;5;8100;720;1;Industrie
01/04/2018;30019000;FRP;18;9548;720;2;Commerce
01/04/2018;22030000;CKP;0;500;180;3;Services
01/04/2018;27101926;FRP;2;4773;180;4;Construction
01/04/2018;27101926;USP;1;4897;180;1;Industrie
01/04/2018;22021000;NZP;26;5910;262;3;Services
01/04/2018;21011200;NCP;65;59800;457;2;Commerce
01/04/2018;20095000;CKP;0;350;180;3;Services
01/04/2018;20098990;CNP;14;1253;204;1;Industrie
01/04/2018;20081100;CKP;0;600;180;3;Services
01/04/2018;9012130;NCP;92;84540;590;2;Commerce
01/03/2018;96151100;FRP;11;59572;360;6;Autre secteur
01/04/2018;20052000;CKP;0;4200;180;3;Services
01/04/2018;5119990;FRP;440;47732;2522;3;Services
01/03/2018;95066290;FRP;0;880;180;6;Autre secteur
01/03/2018;95062990;CLP;22;151536;419;2;Commerce
01/03/2018;95062920;ATP;5;29896;180;6;Autre secteur
01/03/2018;95062920;USP;29;98381;280;5;Hotellerie - Restauration
01/03/2018;94011000;FRP;224;841197;1348;3;Services
01/03/2018;94019000;FRP;2;3580;180;3;Services
01/03/2018;94037000;CLP;12;29800;195;6;Autre secteur
01/03/2018;94054000;CLP;31;89997;291;6;Autre secteur
01/03/2018;94054000;NCP;0;50000;180;1;Industrie
01/03/2018;89039999;NCP;200;50000;185;6;Autre secteur
01/03/2018;73269090;CLP;4;12300;180;1;Industrie
01/03/2018;88031000;NCP;6;50000;180;1;Industrie
01/03/2018;88032000;NCP;33;100000;461;1;Industrie
01/03/2018;88032000;USP;1380;825890;7534;3;Services
01/03/2018;88033000;AUP;1;4035;135;3;Services
01/03/2018;88033000;DEP;7;97700;180;3;Services
01/03/2018;88033000;ESP;5;1473014;180;1;Industrie
01/03/2018;88033000;FRP;869;5205696;5872;3;Services
01/03/2018;88033000;NCP;36;53430;669;1;Industrie
01/03/2018;88033000;USP;20;66668;135;3;Services
01/03/2018;85177000;FRP;14;525052;135;3;Services
01/03/2018;85235100;FRP;1;3736;540;2;Commerce
01/03/2018;85235100;USP;1;31264;360;3;Services
01/03/2018;73269090;FRP;3;15532;180;6;Autre secteur
01/03/2018;73269090;FRP;288;238660;235;1;Industrie
01/03/2018;73269090;NCP;1200;100000;685;6;Autre secteur
01/03/2018;73269090;PLP;1;4773;180;6;Autre secteur
01/03/2018;89071090;NCP;2;5000;180;1;Industrie
01/03/2018;90021900;FRP;1;8950;180;3;Services
01/03/2018;90069100;USP;5;90000;135;6;Autre secteur
01/03/2018;90141000;NCP;1;50000;180;1;Industrie
01/03/2018;90142000;NCP;42;250000;848;1;Industrie
01/03/2018;90148010;CLP;2;159988;135;2;Commerce
01/03/2018;90149000;FRP;6;715980;405;1;Industrie
01/03/2018;90149000;NCP;77;150000;787;1;Industrie
01/03/2018;90152000;NZP;10;9770;182;2;Commerce
01/03/2018;90158010;FRP;414;2918812;2392;3;Services
01/03/2018;90158020;FRP;29;2153749;279;6;Autre secteur
01/03/2018;90158030;FRP;3;23866;180;3;Services
01/03/2018;90159030;FRP;11;77565;360;3;Services
01/03/2018;90183900;FRP;1;10740;180;6;Autre secteur
01/03/2018;90189000;DEP;1;19809;180;2;Commerce
01/03/2018;90189000;FRP;11;335558;900;2;Commerce
01/03/2018;90189000;FRP;3;272593;180;3;Services
01/03/2018;90192000;FRP;111;1103803;736;2;Commerce
01/03/2018;90222900;FRP;3;23866;180;3;Services
01/03/2018;90248000;USP;1;40656;135;1;Industrie
01/03/2018;90259090;FRP;150;59665;185;2;Commerce
01/03/2018;90261010;FRP;0;488950;270;3;Services
01/03/2018;90261010;NCP;0;50000;180;1;Industrie
01/03/2018;90261010;USP;0;478950;135;3;Services
01/03/2018;90262010;FRP;2;15394;270;2;Commerce
01/03/2018;90262010;NCP;0;100000;360;1;Industrie
01/03/2018;90262090;NCP;0;50000;180;1;Industrie
01/03/2018;90275090;FRP;48;680181;371;3;Services
01/03/2018;90302000;ESP;26;5966500;264;3;Services
01/03/2018;90303900;USP;1;781600;135;3;Services
01/03/2018;90304000;FRP;5;178995;135;3;Services
01/03/2018;90322010;NCP;0;100000;360;1;Industrie
01/03/2018;90328910;ESP;2;54125;180;4;Construction
01/03/2018;90328910;NCP;1;50000;180;1;Industrie
01/03/2018;90328910;USP;0;203280;135;1;Industrie
01/03/2018;90328990;FRP;3;23866;180;3;Services
01/03/2018;90328990;NOP;25;96480;259;3;Services
01/03/2018;85256000;NZP;67;115624;135;6;Autre secteur
01/03/2018;85272100;DEP;7;2346;180;2;Commerce
01/03/2018;85291000;FRP;0;119330;180;1;Industrie
01/03/2018;85311000;FRP;9;11933;180;4;Construction
01/03/2018;85366900;NCP;0;600;180;1;Industrie
01/03/2018;85369000;ESP;1;1909280;180;1;Industrie
01/03/2018;85414010;FRP;20;143196;235;3;Services
01/03/2018;85423100;NZP;1;31877;180;2;Commerce
01/03/2018;85437000;FRP;0;238660;135;1;Industrie
01/03/2018;85437000;NCP;9;50000;180;1;Industrie
01/03/2018;85437000;NZP;13;708;198;6;Autre secteur
01/03/2018;85437000;USP;3;152460;135;1;Industrie
01/03/2018;85437000;USP;5;305313;180;3;Services
01/03/2018;85442000;FRP;27;190331;432;3;Services
01/03/2018;85444200;NCP;1;50000;180;1;Industrie
01/03/2018;85444900;NCP;0;500;180;1;Industrie
01/03/2018;85481000;KRP;128710;500000;64485;1;Industrie
01/03/2018;87084000;DEP;14;4332;203;2;Commerce
01/03/2018;87089200;DEP;6;1807;180;2;Commerce
01/03/2018;85051900;FRP;2;16834;360;6;Autre secteur
01/03/2018;85059000;CLP;6;15120;180;2;Commerce
01/03/2018;85072090;NZP;97;166812;135;6;Autre secteur
01/03/2018;85076000;JPP;118;356011;185;5;Hotellerie - Restauration
01/03/2018;85078000;NCP;28;250000;570;1;Industrie
01/03/2018;85078000;USP;3;115776;180;3;Services
01/03/2018;85114090;DEP;11;3371;188;2;Commerce
01/03/2018;85115000;DEP;14;4483;205;2;Commerce
01/03/2018;85115000;NZP;6;10628;135;6;Autre secteur
01/03/2018;85131000;PLP;2;10143;180;6;Autre secteur
01/03/2018;85171200;FRP;3;19264;540;2;Commerce
01/03/2018;85176200;FRP;1;2387;180;4;Construction
01/03/2018;85176200;FRP;40;100620;736;6;Autre secteur
01/03/2018;85176200;NZP;2;65499;180;6;Autre secteur
01/03/2018;85176900;NCP;3;50000;180;1;Industrie
01/03/2018;84212110;PLP;9;45345;180;6;Autre secteur
01/03/2018;84212300;NCP;2;5000;180;1;Industrie
01/03/2018;84212900;FRP;5;69140;180;2;Commerce
01/03/2018;84213900;CLP;13;96919;199;2;Commerce
01/03/2018;84241000;NZP;12;9648;194;6;Autre secteur
01/03/2018;84253100;CKP;20;210000;135;2;Commerce
01/03/2018;84253100;NZP;9;14654;135;6;Autre secteur
01/03/2018;84254200;USP;2;200000;135;1;Industrie
01/03/2018;84254900;FRP;8;59665;180;3;Services
01/03/2018;84314900;NZP;300;214050;235;4;Construction
01/03/2018;84339090;NCP;16;90468;212;2;Commerce
01/03/2018;84385000;FRP;7500;596650;3835;1;Industrie
01/03/2018;84713000;FRP;60;599275;433;2;Commerce
01/03/2018;84713000;FRP;4;7160;180;3;Services
01/03/2018;84714900;PLP;3;17638;180;2;Commerce
01/03/2018;84716000;FRP;12;23866;194;2;Commerce
01/03/2018;84717000;FRP;0;1193;180;3;Services
01/03/2018;84733000;FRP;0;2387;180;3;Services
01/03/2018;84733000;NLP;9;226111;180;2;Commerce
01/03/2018;84773000;FRP;879;33901653;535;1;Industrie
01/03/2018;84811000;NCP;1;50000;180;1;Industrie
01/03/2018;84812000;DEP;6;97700;180;3;Services
01/03/2018;84812000;NCP;0;50000;180;1;Industrie
01/03/2018;84812000;USP;3;406560;135;1;Industrie
01/03/2018;84812000;USP;1;134879;180;3;Services
01/03/2018;84812000;USP;1;121854;180;3;Services
01/03/2018;84819000;CLP;1;9442;180;2;Commerce
01/03/2018;84831000;NZP;330;28868;285;3;Services
01/03/2018;84879000;FRP;2035;1733387;11337;1;Industrie
01/03/2018;85030000;FRP;17;5967;219;4;Construction
01/03/2018;85044000;CLP;8;24121;180;6;Autre secteur
01/03/2018;85044000;FRP;31;217181;422;3;Services
01/03/2018;85049000;CHP;6;9546;135;4;Construction
01/03/2018;84138190;NCP;3;50000;180;1;Industrie
01/03/2018;84138190;PLP;9;45345;180;6;Autre secteur
01/03/2018;84138190;USP;20;31920;135;6;Autre secteur
01/03/2018;84139100;PLP;2;8353;180;6;Autre secteur
01/03/2018;84145190;NZP;6;9534;135;6;Autre secteur
01/03/2018;84149090;FRP;57;119330;418;6;Autre secteur
01/03/2018;84159000;FRP;3;992500;135;3;Services
01/03/2018;84159000;USP;1;234018;135;3;Services
01/03/2018;84099990;FRP;80;71598;532;1;Industrie
01/03/2018;84099990;FRP;42;119330;343;1;Industrie
01/03/2018;84119100;NCP;0;52400;540;1;Industrie
01/03/2018;84119100;USP;2;96480;180;1;Industrie
01/03/2018;84133000;USP;2;150032;135;3;Services
01/03/2018;84137000;NZP;13;21702;135;6;Autre secteur
01/03/2018;76169900;NZP;2;3908;135;6;Autre secteur
01/03/2018;82055900;CLP;8;18400;360;1;Industrie
01/03/2018;82055900;JPP;29;72360;135;5;Hotellerie - Restauration
01/03/2018;82077000;NCP;0;600;180;1;Industrie
01/03/2018;82079000;NCP;1;23866;180;1;Industrie
01/03/2018;82100000;CLP;6;16884;180;6;Autre secteur
01/03/2018;72299000;NCP;1;1000;180;1;Industrie
01/03/2018;73102910;NCP;4;50000;180;1;Industrie
01/03/2018;73129000;NCP;0;450;180;1;Industrie
01/03/2018;73158200;CKP;356;253000;420;2;Commerce
01/03/2018;73158200;NCP;100;63110;135;2;Commerce
01/03/2018;73160000;NCP;20;31724;135;2;Commerce
01/03/2018;73181500;FRP;1;9648;180;3;Services
01/03/2018;73181500;NCP;0;300;180;1;Industrie
01/03/2018;73182200;NCP;0;400;180;1;Industrie
01/03/2018;73182400;NCP;0;800;360;1;Industrie
01/03/2018;73182900;NCP;0;225;180;1;Industrie
01/03/2018;73239300;CLP;14;41347;206;6;Autre secteur
01/03/2018;71179090;FRP;2;11088;180;6;Autre secteur
01/03/2018;70131000;PTP;20;720000;368;2;Commerce
01/03/2018;70131000;USP;32;702085;428;2;Commerce
01/03/2018;70072100;FRP;40;966400;135;3;Services
01/03/2018;71179090;CLP;80;219240;532;2;Commerce
01/03/2018;67021000;CLP;10;26040;182;2;Commerce
01/03/2018;64022000;CLP;7;27600;180;1;Industrie
01/03/2018;63079000;FRP;1;5456;180;6;Autre secteur
01/03/2018;63072000;FRP;133;54271;936;3;Services
01/03/2018;64029900;CLP;17;71500;221;1;Industrie
01/03/2018;64029900;CLP;123;270205;796;2;Commerce
01/03/2018;65040090;USP;7;13989;360;5;Hotellerie - Restauration
01/03/2018;65050000;CKP;27;261000;271;1;Industrie
01/03/2018;65050000;CLP;14;94100;206;1;Industrie
01/03/2018;65050000;FRP;1;7920;180;6;Autre secteur
01/03/2018;65069900;USP;1;1110;180;5;Hotellerie - Restauration
01/03/2018;71131100;LTP;0;24821;135;2;Commerce
01/03/2018;63063000;DKP;23;169972;249;6;Autre secteur
01/03/2018;63063000;NZP;70;1178989;617;6;Autre secteur
01/03/2018;62159000;USP;5;33824;180;5;Hotellerie - Restauration
01/03/2018;61099000;USP;9;7332;180;5;Hotellerie - Restauration
01/03/2018;63026000;CKP;9;54000;180;1;Industrie
01/03/2018;63026000;CLP;13;32800;198;1;Industrie
01/03/2018;63026000;FRP;6;23760;180;6;Autre secteur
01/03/2018;63026000;USP;101;11578;687;5;Hotellerie - Restauration
01/03/2018;62114920;CKP;46;348000;365;1;Industrie
01/03/2018;62114920;CLP;23;124500;246;1;Industrie
01/03/2018;62034390;CKP;43;270600;349;1;Industrie
01/03/2018;62034390;CLP;15;190700;207;1;Industrie
01/03/2018;62043990;USP;15;17366;360;5;Hotellerie - Restauration
01/03/2018;62044900;CLP;58;204785;423;6;Autre secteur
01/03/2018;62044900;CLP;9;94400;180;1;Industrie
01/03/2018;62045200;CLP;6;21000;180;1;Industrie
01/03/2018;62046990;USP;6;9600;180;1;Industrie
01/03/2018;62052000;CLP;6;42900;180;1;Industrie
01/03/2018;62059000;CKP;24;186000;253;1;Industrie
01/03/2018;62059000;CLP;11;90600;189;1;Industrie
01/03/2018;62113200;CLP;28;138600;274;1;Industrie
01/03/2018;61149000;FRP;6;23760;180;6;Autre secteur
01/03/2018;61149000;USP;7;103471;360;3;Services
01/03/2018;61091000;FRP;39;160830;610;6;Autre secteur
01/03/2018;61091000;WFP;114;588800;751;1;Industrie
01/03/2018;42023200;CKP;16;52800;214;1;Industrie
01/03/2018;61091000;CKP;124;1020950;887;1;Industrie
01/03/2018;61091000;CLP;11;39900;191;6;Autre secteur
01/03/2018;61091000;CLP;75;677800;507;1;Industrie
01/03/2018;61051000;FRP;9;60000;180;6;Autre secteur
01/03/2018;61051000;FRP;40;311237;135;6;Autre secteur
01/03/2018;61046200;FRP;0;2640;180;6;Autre secteur
01/03/2018;61051000;CLP;6;20000;180;6;Autre secteur
01/03/2018;49111090;CLP;3;34000;180;1;Industrie
01/03/2018;49111090;NCP;245;15256;1587;2;Commerce
01/03/2018;61034200;FRP;10;38610;183;6;Autre secteur
01/03/2018;49019990;NCP;1;6178;135;2;Commerce
01/03/2018;42023900;FRP;1;4224;180;6;Autre secteur
01/03/2018;42029200;CLP;34;130200;302;1;Industrie
01/03/2018;42022200;FRP;2;12144;180;6;Autre secteur
01/03/2018;39269099;USP;33;3762;434;5;Hotellerie - Restauration
01/03/2018;40169300;FRP;1;5789;180;3;Services
01/03/2018;40169300;NCP;0;1000;180;1;Industrie
01/03/2018;40169300;PLP;0;597;180;6;Autre secteur
01/03/2018;42022200;CKP;58;193800;422;1;Industrie
01/03/2018;48219000;NCP;0;500;180;1;Industrie
01/03/2018;48239000;CLP;2;5011;180;6;Autre secteur
01/03/2018;39269099;CLP;5;6400;180;1;Industrie
01/03/2018;39199000;USP;68;8683;604;5;Hotellerie - Restauration
