Date;SH;Pays;Poids;Valeur;DTE;CodeICSCH;ICSCH
01/11/2018;90069900;FRP;2;8000;260;2;Commerce
01/11/2018;89039999;NZP;69;685000;681;1;Industrie
01/11/2018;94016900;SGP;24;10459;204;3;Services
01/11/2018;94049000;FRP;1;4550;260;2;Commerce
01/11/2018;96081090;FRP;10;58340;650;2;Commerce
01/11/2018;96151100;FRP;6;33290;390;2;Commerce
01/11/2018;96151900;FRP;0;400;130;2;Commerce
01/11/2018;96159000;FRP;0;277;130;2;Commerce
01/11/2018;96170000;FRP;2;13500;130;2;Commerce
01/11/2018;97011000;FRP;14;99092;394;2;Commerce
01/11/2018;97011000;USP;4;3179000;260;6;Autre secteur
01/11/2018;97040000;FRP;64;2309852;85;3;Services
01/12/2018;3011900;HKP;1175;1395038;6009;6;Autre secteur
01/12/2018;3011900;NLP;818;1253501;4152;6;Autre secteur
01/12/2018;3011900;USP;754;1605898;4002;6;Autre secteur
01/12/2018;3023100;USP;11561;7420803;59676;1;Industrie
01/12/2018;3023100;USP;8726;5638510;44817;2;Commerce
01/12/2018;3023200;CLP;576;363600;3033;1;Industrie
01/12/2018;3023200;JPP;1080;1288525;5453;1;Industrie
01/12/2018;3023200;USP;17730;26434787;91095;1;Industrie
01/12/2018;3023200;USP;7168;10473892;36728;2;Commerce
01/12/2018;3023400;JPP;804;958817;4080;1;Industrie
01/12/2018;3023400;USP;27244;40288096;138411;1;Industrie
01/12/2018;3023400;USP;4239;6111785;22010;2;Commerce
01/12/2018;3024700;JPP;3032;1143753;15160;2;Commerce
01/12/2018;3024700;USP;1597;1310946;8697;1;Industrie
01/12/2018;3024700;USP;14812;13336755;74910;2;Commerce
01/12/2018;3028900;USP;7118;4835001;37659;1;Industrie
01/12/2018;3028900;USP;3724;2496194;19863;2;Commerce
01/12/2018;3038900;USP;1;1046;130;6;Autre secteur
01/12/2018;3044900;USP;269;326436;1678;1;Industrie
01/12/2018;3044900;USP;499;567490;2985;2;Commerce
01/12/2018;3045900;USP;194;190705;1049;1;Industrie
01/12/2018;3079111;DEP;235;1398548;1335;6;Autre secteur
01/12/2018;3079111;FRP;228;1169434;1302;6;Autre secteur
01/12/2018;3079111;USP;275;1439479;1616;6;Autre secteur
01/12/2018;3081920;HKP;235;2464595;1250;2;Commerce
01/12/2018;3081920;HKP;1100;9222001;5554;2;Commerce
01/12/2018;5080010;FRP;50;100;333;6;Autre secteur
01/12/2018;5080020;CNP;53200;3948121;170;6;Autre secteur
01/12/2018;5080020;CNP;38164;4502292;170;1;Industrie
01/12/2018;5080020;CNP;18130;3850286;85;2;Commerce
01/12/2018;5080020;IDP;18000;3466897;85;2;Commerce
01/12/2018;5080020;VNP;18000;3934088;85;2;Commerce
01/12/2018;5080090;FRP;3;27235;520;2;Commerce
01/12/2018;6021000;NCP;23;156370;196;6;Autre secteur
01/12/2018;6029000;NCP;41;95100;288;6;Autre secteur
01/12/2018;6049090;FRP;129;1930500;85;1;Industrie
01/12/2018;9012130;FRP;32;106375;913;2;Commerce
01/12/2018;9023090;FRP;1;4950;260;2;Commerce
01/12/2018;9024090;FRP;43;122930;839;2;Commerce
01/12/2018;9051000;BEP;11;775168;137;1;Industrie
01/12/2018;9051000;DEP;119;7775543;761;1;Industrie
01/12/2018;9051000;DEP;21;1254158;190;5;Hotellerie - Restauration
01/12/2018;9051000;FRP;309;19155806;1621;1;Industrie
01/12/2018;9051000;FRP;382;23765401;2153;2;Commerce
01/12/2018;9051000;FRP;1;36400;130;2;Commerce
01/12/2018;9051000;FRP;23;357700;549;2;Commerce
01/12/2018;9051000;NCP;10;100000;134;1;Industrie
01/12/2018;9051000;USP;52;3042915;343;1;Industrie
01/12/2018;9051000;USP;31;1462031;239;5;Hotellerie - Restauration
01/12/2018;9052000;FRP;1;59700;390;2;Commerce
01/12/2018;9052000;FRP;61;224216;838;2;Commerce
01/12/2018;11063000;FRP;34;61934;85;1;Industrie
01/12/2018;12119000;JPP;120;420000;681;1;Industrie
01/12/2018;12122900;FRP;4;1000;130;3;Services
01/12/2018;14019000;USP;241;244000;1283;2;Commerce
01/12/2018;15131100;FRP;705254;63584242;170;1;Industrie
01/12/2018;15131900;FRP;6;49010;2110;2;Commerce
01/12/2018;15159010;FRP;130;642600;170;1;Industrie
01/12/2018;15159090;FRP;4;42750;390;2;Commerce
01/12/2018;17049000;FRP;11;34155;260;2;Commerce
01/12/2018;18063100;FRP;140;392120;1500;2;Commerce
01/12/2018;19053190;FRP;80;348390;1554;2;Commerce
01/12/2018;20079100;FRP;1;5415;260;2;Commerce
01/12/2018;20079920;FRP;21;24780;85;1;Industrie
01/12/2018;20079930;CNP;64410;17712750;85;1;Industrie
01/12/2018;20079930;JPP;45200;12430000;85;1;Industrie
01/12/2018;20079990;FRP;90;102660;85;1;Industrie
01/12/2018;20079990;FRP;4;10350;390;2;Commerce
01/12/2018;20079990;FRP;107;56932;1310;2;Commerce
01/11/2018;95044000;FRP;2;14930;520;2;Commerce
01/11/2018;95049000;FRP;0;3164;520;2;Commerce
01/11/2018;95063900;FRP;0;970;130;2;Commerce
01/11/2018;96019030;FRP;2;38500;390;2;Commerce
01/11/2018;96019030;FRP;17;171057;910;2;Commerce
01/11/2018;96019090;FRP;0;800;130;2;Commerce
01/12/2018;20082090;FRP;900;148500;4559;3;Services
01/12/2018;20089990;FRP;18000;7083838;85;1;Industrie
01/12/2018;20091900;FRP;900;139500;4559;3;Services
01/12/2018;20092100;FRP;324;21000;85;1;Industrie
01/12/2018;20094100;FRP;408;108960;85;1;Industrie
01/12/2018;20098910;FRP;10000;4313552;85;1;Industrie
01/12/2018;20098910;FRP;4;4000;130;2;Commerce
01/12/2018;20098910;JPP;1013;477320;85;2;Commerce
01/12/2018;20098910;KRP;13922;7977161;170;2;Commerce
01/12/2018;20098910;USP;15000;5373907;15086;1;Industrie
01/12/2018;20098990;FRP;432;101040;85;1;Industrie
01/12/2018;20098990;NCP;425;89760;2198;3;Services
01/12/2018;20099000;NCP;312;60000;1636;3;Services
01/12/2018;21069090;CKP;1;5850;130;3;Services
01/12/2018;22011010;FRP;2058;112741;10655;3;Services
01/12/2018;22011010;NZP;5;2500;130;5;Hotellerie - Restauration
01/12/2018;22021000;CKP;1;1000;130;3;Services
01/12/2018;22021000;FRP;1026;167635;5437;3;Services
01/12/2018;22021000;NZP;42;9628;293;3;Services
01/12/2018;22029010;FRP;216;41178;1242;3;Services
01/12/2018;22029010;USP;26;8408;214;6;Autre secteur
01/12/2018;22030000;CKP;1;1000;130;3;Services
01/12/2018;22030000;FRP;169;68028;1181;2;Commerce
01/12/2018;22030000;FRP;202;97248;1174;3;Services
01/12/2018;22041090;FRP;29;105700;540;2;Commerce
01/12/2018;22042190;FRP;5;10590;130;2;Commerce
01/12/2018;22042190;FRP;233;395510;2166;2;Commerce
01/12/2018;22060000;FRP;120;56040;766;3;Services
01/12/2018;22084090;FRP;115;271667;215;1;Industrie
01/12/2018;22084090;FRP;24;58400;393;2;Commerce
01/12/2018;22084090;FRP;226;573881;2328;2;Commerce
01/12/2018;22085090;FRP;5;16000;130;2;Commerce
01/12/2018;22087090;FRP;158;138780;85;1;Industrie
01/12/2018;22087090;FRP;3;17000;260;2;Commerce
01/12/2018;22087090;FRP;34;94240;1041;2;Commerce
01/12/2018;22089099;FRP;77;113700;85;1;Industrie
01/12/2018;22089099;FRP;86;68020;943;2;Commerce
01/12/2018;25010090;FRP;6;63875;260;2;Commerce
01/12/2018;25010090;FRP;33;3139;249;3;Services
01/12/2018;25010090;FRP;113;119330;646;6;Autre secteur
01/12/2018;25051000;FRP;1002;254000;85;1;Industrie
01/12/2018;25171000;FRP;570;6086;2919;4;Construction
01/12/2018;25309000;FRP;37;4654;369;1;Industrie
01/12/2018;32100000;CLP;36;109240;263;6;Autre secteur
01/12/2018;33019000;FRP;0;468;130;2;Commerce
01/12/2018;33029000;MXP;74;109304;537;1;Industrie
01/12/2018;33030010;FRP;3;20400;260;2;Commerce
01/12/2018;33030010;FRP;3;24630;910;2;Commerce
01/12/2018;33030090;CKP;26;55138;85;2;Commerce
01/12/2018;33030090;FRP;3;30680;130;2;Commerce
01/12/2018;33030090;FRP;4;39733;1300;2;Commerce
01/12/2018;33049910;FRP;100;291304;2952;2;Commerce
01/12/2018;33049921;FRP;30730;26120950;4609670;1;Industrie
01/12/2018;33049921;NZP;390;1098630;57685;2;Commerce
01/12/2018;33049921;USP;380;432060;57774;1;Industrie
01/12/2018;33049929;CKP;1031;1696700;5380;1;Industrie
01/12/2018;33049929;CKP;67;141120;85;2;Commerce
01/12/2018;33049929;CLP;9149;20168080;45773;1;Industrie
01/12/2018;33049929;CLP;3494;6431328;17627;2;Commerce
01/12/2018;33049929;FRP;6315;8865420;2293;1;Industrie
01/12/2018;33049929;FRP;11;64170;650;2;Commerce
01/12/2018;33049929;FRP;7;74420;780;2;Commerce
01/12/2018;33049929;MXP;40;29428;283;1;Industrie
01/12/2018;33049929;USP;20;42050;185;1;Industrie
01/12/2018;33049929;USP;180;226860;979;1;Industrie
01/12/2018;33049929;VUP;7;19000;130;1;Industrie
01/12/2018;33049929;WFP;143;260000;795;1;Industrie
01/12/2018;33049930;FRP;11;64021;910;2;Commerce
01/12/2018;33049930;USP;4;8500;130;1;Industrie
01/12/2018;33049990;CKP;58;122524;85;2;Commerce
01/12/2018;33049990;FRP;1;10183;390;2;Commerce
01/12/2018;33049990;USP;2;3600;130;1;Industrie
01/12/2018;33049990;VUP;25;69000;209;1;Industrie
01/12/2018;33051010;CKP;60;37800;383;1;Industrie
01/12/2018;33051010;FRP;1000;856500;85;1;Industrie
01/12/2018;33051010;USP;4;9300;130;1;Industrie
01/12/2018;33051090;FRP;0;2400;260;2;Commerce
01/12/2018;33073090;FRP;2;10690;260;2;Commerce
01/12/2018;33079000;NCP;51;92400;338;1;Industrie
01/12/2018;34011110;FRP;2;17320;520;2;Commerce
01/12/2018;34011110;USP;3;6500;130;1;Industrie
01/12/2018;34011110;VUP;3;8400;130;1;Industrie
01/12/2018;34011190;FRP;1200;877800;85;1;Industrie
01/12/2018;34011190;FRP;76;143945;1716;2;Commerce
01/12/2018;34013000;USP;4;7500;130;1;Industrie
01/11/2018;95030000;FRP;11;48752;520;2;Commerce
01/12/2018;22019000;FRP;7848;357144;39190;3;Services
01/12/2018;30029000;FRP;2;4772;520;3;Services
01/12/2018;28491000;NCP;4000;800000;85;1;Industrie
01/12/2018;30019000;FRP;95;1000;554;3;Services
01/12/2018;39139000;CAP;685;3623813;3490;1;Industrie
01/12/2018;39232190;FRP;366;107906;1987;3;Services
01/12/2018;39232990;FRP;9;20400;130;3;Services
01/12/2018;39233090;FRP;2;6983;390;2;Commerce
01/12/2018;39264000;FRP;27;110740;1820;2;Commerce
01/12/2018;39269099;FRP;15;45351;1560;2;Commerce
01/12/2018;40161000;FRP;1;6400;260;2;Commerce
01/12/2018;42022200;FRP;29;133094;2080;2;Commerce
01/12/2018;42029900;FRP;13;37907;520;2;Commerce
01/12/2018;44201000;DEP;27;423882;216;2;Commerce
01/12/2018;44201000;FRP;94;512575;2893;2;Commerce
01/12/2018;44201000;USP;1;54127;130;1;Industrie
01/12/2018;44219000;FRP;11;10740;138;6;Autre secteur
01/12/2018;44219000;NZP;4;31389;130;6;Autre secteur
01/12/2018;44219000;USP;18;193804;174;2;Commerce
01/12/2018;46021910;FRP;3;19190;780;2;Commerce
01/12/2018;46021910;FRP;4;23324;650;2;Commerce
01/12/2018;46021990;FRP;0;1558;130;2;Commerce
01/12/2018;42023200;FRP;26;145974;3120;2;Commerce
01/12/2018;42023900;FRP;0;1200;130;2;Commerce
01/12/2018;42029200;FRP;1;4845;130;2;Commerce
01/12/2018;46029000;FRP;1;5500;130;2;Commerce
01/12/2018;47072000;NZP;20680;100000;85;1;Industrie
01/12/2018;47073000;NZP;74370;300000;85;1;Industrie
01/12/2018;47079000;NZP;284950;1300000;85;1;Industrie
01/12/2018;48195000;FRP;1;3900;130;2;Commerce
01/12/2018;48201000;FRP;0;855;130;2;Commerce
01/12/2018;49011090;FRP;0;1758;130;2;Commerce
01/12/2018;49019990;FRP;46;174019;3397;2;Commerce
01/12/2018;49019990;NCP;58;283912;373;6;Autre secteur
01/12/2018;49029000;FRP;497;7345;2556;3;Services
01/12/2018;49089000;FRP;12;35293;1040;2;Commerce
01/12/2018;49100000;FRP;21;83398;536;2;Commerce
01/12/2018;49119100;FRP;3;18730;390;2;Commerce
01/12/2018;49119990;FRP;0;9000;130;2;Commerce
01/12/2018;49119990;FRP;7;34005;780;2;Commerce
01/12/2018;49119990;FRP;33;397875;331;3;Services
01/12/2018;49119990;FRP;1;1193;130;6;Autre secteur
01/12/2018;49111030;USP;118;2102;671;3;Services
01/12/2018;56039410;FRP;4;22000;650;2;Commerce
01/12/2018;60019900;FRP;19;142990;1170;2;Commerce
01/12/2018;61042200;FRP;0;4340;130;2;Commerce
01/12/2018;61044200;FRP;8;68880;1040;2;Commerce
01/12/2018;61045200;FRP;1;3200;130;2;Commerce
01/12/2018;61051000;FRP;51;215246;2083;2;Commerce
01/12/2018;61071200;FRP;0;2760;130;2;Commerce
01/12/2018;61091000;FRP;199;770014;6414;2;Commerce
01/12/2018;61171000;FRP;2;10650;390;2;Commerce
01/12/2018;62044900;FRP;18;361919;174;6;Autre secteur
01/12/2018;61102000;FRP;23;67691;532;2;Commerce
01/12/2018;61112000;FRP;16;113530;910;2;Commerce
01/12/2018;61099000;FRP;0;1400;130;2;Commerce
01/12/2018;62114220;FRP;80;353870;2138;2;Commerce
01/12/2018;62114320;WFP;615;7637734;3395;1;Industrie
01/12/2018;62149000;FRP;1;17250;130;2;Commerce
01/12/2018;63013010;FRP;1;4000;130;2;Commerce
01/12/2018;63019010;FRP;0;1500;130;2;Commerce
01/12/2018;63025910;FRP;2;9000;130;2;Commerce
01/12/2018;63026000;USP;1;15000;130;5;Hotellerie - Restauration
01/12/2018;63029100;FRP;18;60033;1040;2;Commerce
01/12/2018;63069000;FRP;3;34000;260;2;Commerce
01/12/2018;63079000;FRP;2;11364;520;2;Commerce
01/12/2018;63109000;FRP;0;1800;130;2;Commerce
01/12/2018;64022000;FRP;13;37716;280;2;Commerce
01/12/2018;67029090;CLP;19;181200;179;2;Commerce
01/12/2018;67029090;FRP;5;20900;390;2;Commerce
01/12/2018;68151000;AUP;25;225133;209;1;Industrie
01/12/2018;68159900;FRP;11;65114;780;2;Commerce
01/12/2018;69120000;FRP;62;256960;1635;2;Commerce
01/12/2018;69149000;FRP;0;1200;130;2;Commerce
01/12/2018;70099200;CLP;1;6500;130;2;Commerce
01/12/2018;70133700;FRP;27;103393;2860;2;Commerce
01/12/2018;70134900;FRP;1;5848;260;2;Commerce
01/12/2018;70139900;FRP;1;1570;390;2;Commerce
01/12/2018;70200000;FRP;1;15200;260;2;Commerce
01/12/2018;71012120;FRP;2;100000;80080;6;Autre secteur
01/12/2018;71012120;JPP;0;500000;15480;6;Autre secteur
01/12/2018;71012190;FRP;8;3000000;218530;6;Autre secteur
01/12/2018;71012190;FRP;0;99320;5665;2;Commerce
01/12/2018;71012190;FRP;11;3800000;387687;5;Hotellerie - Restauration
01/12/2018;71012190;HKP;245;158698279;7960975;6;Autre secteur
01/12/2018;71012190;HKP;4;1726395;163830;1;Industrie
01/12/2018;71012190;HKP;59;42246201;2051665;2;Commerce
01/12/2018;71012190;HKP;14;1778710;572954;3;Services
01/12/2018;71012190;ITP;1;1099745;21130;2;Commerce
01/12/2018;71012190;JPP;225;101920486;7700738;6;Autre secteur
01/12/2018;71012190;JPP;24;10000000;906205;1;Industrie
01/12/2018;71012190;JPP;73;32627250;2887545;2;Commerce
01/12/2018;71012190;JPP;12;3662050;250842;2;Commerce
01/12/2018;71012190;JPP;61;38885000;2624824;2;Commerce
01/12/2018;71012190;NCP;0;597200;11730;2;Commerce
01/12/2018;71012190;USP;53;13394402;1437558;6;Autre secteur
01/12/2018;71012190;USP;3;3091308;96060;2;Commerce
01/12/2018;71012190;VUP;1;2000000;25130;2;Commerce
01/12/2018;71012290;CHP;0;132456;1680;2;Commerce
01/12/2018;71012290;FRP;1;200000;24380;6;Autre secteur
01/12/2018;71131900;CHP;0;1008621;130;2;Commerce
01/12/2018;71131900;FRP;18;2227960;4160;2;Commerce
01/12/2018;71131900;USP;0;1731462;390;2;Commerce
01/12/2018;71132000;FRP;1;57200;130;2;Commerce
01/12/2018;71161000;CHP;0;1396552;130;2;Commerce
01/12/2018;71161000;FRP;0;1323968;650;1;Industrie
01/12/2018;71161000;FRP;5;518249;2600;2;Commerce
01/12/2018;71161000;FRP;1;1916550;8320;2;Commerce
01/12/2018;71161000;USP;0;120000;130;2;Commerce
01/12/2018;71162000;FRP;0;23250;260;2;Commerce
01/12/2018;71171900;FRP;0;31500;130;2;Commerce
01/12/2018;71179090;FRP;1;19600;130;2;Commerce
01/12/2018;71179090;FRP;23;174933;3380;2;Commerce
01/12/2018;72044900;NZP;55045;340000;85;1;Industrie
01/12/2018;71131100;FRP;0;60000;130;2;Commerce
01/12/2018;71131100;FRP;4;122001;520;2;Commerce
01/12/2018;71131100;USP;0;154500;130;2;Commerce
01/12/2018;71131100;WFP;3;99500;130;2;Commerce
01/12/2018;73261990;FRP;0;750;130;2;Commerce
01/12/2018;73269090;FRP;52;284312;3126;2;Commerce
01/12/2018;74040000;NZP;59731;2165000;170;2;Commerce
01/12/2018;76020000;NZP;65709;2335000;170;2;Commerce
01/12/2018;84142000;NZP;23;114816;85;1;Industrie
01/12/2018;82159990;FRP;2;6225;260;2;Commerce
01/12/2018;83061000;FRP;0;400;130;2;Commerce
01/12/2018;85171200;FRP;1;29680;130;2;Commerce
01/12/2018;85238000;FRP;4;36800;390;2;Commerce
01/12/2018;90069900;FRP;1;7200;260;2;Commerce
01/12/2018;85051900;FRP;1;16100;130;2;Commerce
01/12/2018;85051900;FRP;47;274606;4680;2;Commerce
01/12/2018;89039999;CLP;23;145000;199;1;Industrie
01/12/2018;89039999;LAP;25;168017;209;1;Industrie
01/12/2018;89039999;NCP;15;120000;159;6;Autre secteur
01/12/2018;89039999;NZP;1714;10683420;170;1;Industrie
01/12/2018;65050000;FRP;29;124502;1170;2;Commerce
01/12/2018;92029090;CLP;1;10800;130;2;Commerce
01/12/2018;94049000;FRP;1;8450;130;2;Commerce
01/12/2018;95044000;FRP;3;14580;650;2;Commerce
01/12/2018;95049000;FRP;4;20340;650;2;Commerce
01/12/2018;95062990;NZP;73;379754;85;1;Industrie
01/12/2018;96019030;CLP;5;43560;130;2;Commerce
01/12/2018;96019030;FRP;2;30000;260;2;Commerce
01/12/2018;96019030;FRP;20;231703;1690;2;Commerce
01/12/2018;96019030;FRP;88;336000;604;3;Services
01/12/2018;96019030;JPP;15;48000;159;3;Services
01/12/2018;96019030;NZP;15;48000;157;3;Services
01/12/2018;96019030;USP;49;168000;326;3;Services
01/12/2018;96019040;FRP;0;1500;130;2;Commerce
01/12/2018;96019090;USP;3;19879;130;6;Autre secteur
01/12/2018;96081090;FRP;7;43355;780;2;Commerce
01/12/2018;96151100;FRP;2;10730;390;2;Commerce
01/12/2018;96151900;FRP;0;5000;260;2;Commerce
01/12/2018;96159000;FRP;0;297;260;2;Commerce
01/12/2018;96170000;FRP;3;14400;260;2;Commerce
01/12/2018;97011000;FRP;9;514990;130;6;Autre secteur
01/12/2018;97011000;FRP;16;110509;390;2;Commerce
01/12/2018;97011000;USP;17;4378000;780;6;Autre secteur
01/12/2018;97030000;FRP;1440;954640;85;6;Autre secteur
01/04/2018;33030010;FRP;2;14400;260;2;Commerce
01/04/2018;33030010;FRP;2;45645;780;2;Commerce
01/04/2018;33030090;FRP;3;30680;130;2;Commerce
01/04/2018;33030090;FRP;2;35800;780;2;Commerce
01/04/2018;33030090;FRP;58;177100;372;3;Services
01/04/2018;33030090;JPP;35;73000;85;1;Industrie
01/04/2018;33041010;VUP;46;179800;311;1;Industrie
01/04/2018;33049910;FRP;75;269820;2908;2;Commerce
01/04/2018;33049921;FRP;16970;13547900;2545670;1;Industrie
01/04/2018;33049921;NCP;380;417240;57085;1;Industrie
01/04/2018;33049929;CKP;881;1460300;4635;1;Industrie
01/04/2018;33049929;CLP;2715;5580000;13583;1;Industrie
01/04/2018;33049929;FRP;36;90000;263;1;Industrie
01/04/2018;33049929;FRP;17;75106;650;2;Commerce
01/04/2018;33049929;FRP;2;50620;650;2;Commerce
01/04/2018;33049929;JPP;370;578000;85;1;Industrie
01/04/2018;33049929;NCP;318;583200;85;1;Industrie
01/04/2018;33049929;USP;442;750000;2282;1;Industrie
01/04/2018;33049929;WFP;157;280000;865;1;Industrie
01/04/2018;33049930;FRP;26;93940;85;1;Industrie
01/04/2018;33049930;FRP;14;83254;1040;2;Commerce
01/04/2018;33049930;VUP;35;140000;261;1;Industrie
01/04/2018;33049990;FRP;1;11974;780;2;Commerce
01/04/2018;33049990;VUP;10;41300;137;1;Industrie
01/04/2018;33051010;CKP;30;10080;234;1;Industrie
01/04/2018;33051090;FRP;0;1200;130;2;Commerce
01/04/2018;33073090;FRP;3;6860;260;2;Commerce
01/04/2018;34011110;FRP;6;27580;260;2;Commerce
01/04/2018;34011110;VUP;1;4200;130;1;Industrie
01/04/2018;34011190;CKP;10;9900;134;1;Industrie
01/04/2018;34011190;FRP;46;117975;1382;2;Commerce
01/04/2018;34011190;USP;160;115500;880;1;Industrie
01/04/2018;34013000;FRP;1;1953;260;2;Commerce
01/04/2018;38089100;VUP;7;29400;130;1;Industrie
01/04/2018;39139000;CAP;6;1801178;130;1;Industrie
01/04/2018;39151000;MYP;56360;500000;85;1;Industrie
01/04/2018;39232990;FRP;257;196776;1448;3;Services
01/04/2018;39232990;JPP;16;5656;164;3;Services
01/04/2018;39232990;USP;16;20810;162;3;Services
01/04/2018;39235000;MXP;12;52500;144;1;Industrie
01/04/2018;39241010;NCP;223;205500;1191;2;Commerce
01/04/2018;39264000;FRP;52;105525;1879;2;Commerce
01/04/2018;39269099;FRP;8;41755;910;2;Commerce
01/04/2018;42022200;FRP;0;7090;260;2;Commerce
01/04/2018;42022200;FRP;48;194163;1961;2;Commerce
01/04/2018;42022900;FRP;4;11781;130;2;Commerce
01/04/2018;42023200;FRP;50;202009;3526;2;Commerce
01/04/2018;42023900;FRP;4;8750;390;2;Commerce
01/04/2018;42029900;FRP;0;950;130;2;Commerce
01/04/2018;42029900;FRP;8;44890;650;2;Commerce
01/04/2018;44201000;CHP;240;315000;1278;6;Autre secteur
01/04/2018;44201000;FRP;58;362715;1962;2;Commerce
01/04/2018;44209000;USP;6;78880;130;5;Hotellerie - Restauration
01/04/2018;44219000;NCP;16;105000;166;1;Industrie
01/04/2018;44219000;USP;59;88651;375;6;Autre secteur
01/04/2018;44219000;USP;6;85664;130;2;Commerce
01/04/2018;46019900;FRP;1;10497;130;2;Commerce
01/04/2018;46021910;FRP;1;11666;780;2;Commerce
01/04/2018;46021910;FRP;2;12295;260;2;Commerce
01/04/2018;47079000;NZP;377160;1500000;170;1;Industrie
01/04/2018;48201000;FRP;0;1500;260;2;Commerce
01/04/2018;48211000;FRP;60;141250;383;3;Services
01/04/2018;40161000;FRP;1;3308;130;2;Commerce
01/04/2018;49019990;FRP;29;131300;2210;2;Commerce
01/04/2018;49089000;FRP;5;28034;1040;2;Commerce
01/04/2018;49100000;FRP;3;11910;390;2;Commerce
01/04/2018;49111010;FRP;1;1900;130;2;Commerce
01/04/2018;49119100;FRP;0;380;130;2;Commerce
01/04/2018;49119910;FRP;101;86286;672;3;Services
01/04/2018;49119910;FRP;528;1193;2707;6;Autre secteur
01/04/2018;49119990;FRP;1;15000;260;2;Commerce
01/04/2018;49119990;FRP;15;40410;1040;2;Commerce
01/04/2018;56039410;FRP;8;56200;650;2;Commerce
01/04/2018;60019900;FRP;28;65360;593;2;Commerce
01/04/2018;61042200;FRP;2;13020;260;2;Commerce
01/04/2018;61044200;FRP;10;50574;260;2;Commerce
01/04/2018;61046200;FRP;2;14775;130;2;Commerce
01/04/2018;61051000;FRP;27;141665;1040;2;Commerce
01/04/2018;61071200;FRP;1;5520;130;2;Commerce
01/04/2018;61091000;FRP;170;668884;4497;2;Commerce
01/04/2018;61102000;FRP;7;38001;390;2;Commerce
01/04/2018;61112000;FRP;15;106020;780;2;Commerce
01/04/2018;62114220;FRP;63;261082;2517;2;Commerce
01/04/2018;62114320;FRP;96;1053850;562;1;Industrie
01/04/2018;62114320;WFP;157;2050668;950;1;Industrie
01/04/2018;62149000;FRP;1;15600;260;2;Commerce
01/04/2018;63013010;FRP;3;8000;260;2;Commerce
01/04/2018;63023110;FRP;1;6500;130;2;Commerce
01/04/2018;63023990;FRP;1;10000;130;2;Commerce
01/04/2018;61171000;FRP;5;26101;520;2;Commerce
01/04/2018;61178000;FRP;27;146871;1430;2;Commerce
01/04/2018;62044300;CLP;21;231780;189;2;Commerce
01/04/2018;63025110;FRP;0;2000;130;2;Commerce
01/04/2018;63029100;FRP;7;32522;910;2;Commerce
01/04/2018;63069000;FRP;1;13500;260;2;Commerce
01/04/2018;49029000;FRP;790;103011;4012;3;Services
01/04/2018;63079000;FRP;1;6311;520;2;Commerce
01/04/2018;63109000;FRP;0;1800;130;2;Commerce
01/04/2018;64022000;FRP;7;26675;130;2;Commerce
01/04/2018;67029090;FRP;5;22516;390;2;Commerce
01/04/2018;68159900;FRP;25;127030;1170;2;Commerce
01/04/2018;70133700;FRP;17;69535;2080;2;Commerce
01/04/2018;70134900;FRP;1;1900;260;2;Commerce
01/04/2018;70139900;FRP;0;1800;130;2;Commerce
01/04/2018;70193910;NCP;3;20000;130;1;Industrie
01/04/2018;70200000;FRP;1;6205;130;2;Commerce
01/04/2018;71012120;FRP;0;124402;9810;1;Industrie
01/04/2018;71012120;MQP;0;35799;980;2;Commerce
01/04/2018;71012120;NCP;1;1053750;49285;2;Commerce
01/04/2018;71012190;AUP;11;2135210;255291;6;Autre secteur
01/04/2018;71012190;CNP;1;4500000;14630;6;Autre secteur
01/04/2018;71012190;CNP;0;787578;2230;2;Commerce
01/04/2018;71012190;FRP;0;28000;180;2;Commerce
01/04/2018;71012190;HKP;125;55850900;3990056;1;Industrie
01/04/2018;71012190;HKP;113;55528000;4029540;2;Commerce
01/04/2018;71012190;HKP;8;14664960;317680;2;Commerce
01/04/2018;71012190;HKP;12;1400000;355195;3;Services
01/04/2018;71012190;HKP;14;13679009;469852;6;Autre secteur
01/04/2018;71012190;ITP;3;2693278;70580;2;Commerce
01/04/2018;71012190;JPP;25;2700000;747507;6;Autre secteur
01/04/2018;71012190;JPP;104;64038255;3872763;2;Commerce
01/04/2018;71012190;JPP;3;4459000;121180;2;Commerce
01/04/2018;71012190;JPP;97;162870824;3368724;6;Autre secteur
01/04/2018;71012190;NCP;25;18394500;867385;2;Commerce
01/04/2018;71012190;TOP;0;337000;1830;2;Commerce
01/04/2018;71012190;TWP;3;8247736;103030;6;Autre secteur
01/04/2018;71012190;USP;3;1661244;94110;2;Commerce
01/04/2018;71012190;USP;5;250000;187180;2;Commerce
01/04/2018;71012190;VNP;3;7708236;105130;6;Autre secteur
01/04/2018;71012290;NCP;1;714000;20085;2;Commerce
01/04/2018;71131100;FRP;1;2828;130;1;Industrie
01/04/2018;71131100;FRP;2;210000;260;2;Commerce
01/04/2018;71131100;FRP;0;104300;650;2;Commerce
01/04/2018;71131100;NCP;0;281619;130;1;Industrie
01/04/2018;71131100;USP;1;464100;130;2;Commerce
01/04/2018;71131900;FRP;2;1124377;260;1;Industrie
01/04/2018;71131900;FRP;10;1666734;2600;2;Commerce
01/04/2018;71131900;USP;0;63590;260;2;Commerce
01/04/2018;71132000;FRP;1;86150;260;2;Commerce
01/04/2018;71161000;FRP;1;525015;41660;1;Industrie
